Species	Protein ID	Family	Genome/EST	Category
Zea mays	GRMZM2G124011_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G124037_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G124524_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G124524_P03	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G125460_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G126116_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G127657_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G128496_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G129123_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G129526_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G129674_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G129777_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G130459_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G130459_P02	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G130459_P03	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G130459_P04	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G130508_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G130508_P02	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G130508_P04	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G131266_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G131281_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G132185_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G132223_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G133168_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G133168_P02	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G135187_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G135452_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G136256_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G137094_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G137341_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G138374_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G138396_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G138642_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G138646_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G139082_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G139082_P02	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G139113_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G139740_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G139765_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G141219_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G141219_P02	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G141219_P03	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G141231_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G141335_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G141638_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G141679_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G141920_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G142179_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G142974_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G144417_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G144417_P02	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G145785_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G145807_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G146028_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G146660_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G146688_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G148333_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G148333_P02	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G149756_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G150119_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G151239_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G151542_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G155876_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G156006_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G156499_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G156737_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G159592_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G160050_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G160419_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G160730_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G160730_P02	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G160971_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G161699_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G163745_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G164302_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G164302_P02	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G164591_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G164656_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G165257_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G169382_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G169654_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G171179_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G171179_P02	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G171569_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G173771_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G174347_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G174784_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G174784_P02	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G174784_P03	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G174834_P02	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G174834_P03	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G174834_P04	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G174917_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G175525_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G175543_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G175856_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G175866_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G176175_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G176175_P02	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G176772_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G176920_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G178131_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G178673_P01	AP2-EREBP	Genome	TF
Zea mays	GRMZM2G005284_P01	ARF	Genome	TF
Zea mays	GRMZM2G006042_P01	ARF	Genome	TF
Zea mays	GRMZM2G006042_P02	ARF	Genome	TF
Zea mays	GRMZM2G006042_P03	ARF	Genome	TF
Zea mays	GRMZM2G014864_P01	ARF	Genome	TF
Zea mays	GRMZM2G017187_P02	ARF	Genome	TF
Zea mays	GRMZM2G017187_P03	ARF	Genome	TF
Zea mays	GRMZM2G023813_P01	ARF	Genome	TF
Zea mays	GRMZM2G028980_P01	ARF	Genome	TF
Zea mays	GRMZM2G030710_P01	ARF	Genome	TF
Zea mays	GRMZM2G033009_P01	ARF	Genome	TF
Zea mays	GRMZM2G033009_P02	ARF	Genome	TF
Zea mays	GRMZM2G034840_P01	ARF	Genome	TF
Zea mays	GRMZM2G035405_P02	ARF	Genome	TF
Zea mays	GRMZM2G036626_P01	ARF	Genome	TF
Zea mays	GRMZM2G052055_P01	ARF	Genome	TF
Zea mays	GRMZM2G053143_P01	ARF	Genome	TF
Zea mays	GRMZM2G053143_P02	ARF	Genome	TF
Zea mays	GRMZM2G053143_P03	ARF	Genome	TF
Zea mays	GRMZM2G053143_P04	ARF	Genome	TF
Zea mays	GRMZM2G053143_P05	ARF	Genome	TF
Zea mays	GRMZM2G053143_P06	ARF	Genome	TF
Zea mays	GRMZM2G053143_P07	ARF	Genome	TF
Zea mays	GRMZM2G056120_P01	ARF	Genome	TF
Zea mays	GRMZM2G067471_P01	ARF	Genome	TF
Zea mays	GRMZM2G069908_P01	ARF	Genome	TF
Zea mays	GRMZM2G071857_P01	ARF	Genome	TF
Zea mays	GRMZM2G071857_P02	ARF	Genome	TF
Zea mays	GRMZM2G071857_P03	ARF	Genome	TF
Zea mays	GRMZM2G073750_P01	ARF	Genome	TF
Zea mays	GRMZM2G073750_P02	ARF	Genome	TF
Zea mays	GRMZM2G073750_P03	ARF	Genome	TF
Zea mays	GRMZM2G075715_P01	ARF	Genome	TF
Zea mays	GRMZM2G075811_P01	ARF	Genome	TF
Zea mays	GRMZM2G075811_P02	ARF	Genome	TF
Zea mays	GRMZM2G078274_P01	ARF	Genome	TF
Zea mays	GRMZM2G078274_P03	ARF	Genome	TF
Zea mays	GRMZM2G079114_P01	ARF	Genome	TF
Zea mays	GRMZM2G079114_P03	ARF	Genome	TF
Zea mays	GRMZM2G079114_P04	ARF	Genome	TF
Zea mays	GRMZM2G079114_P05	ARF	Genome	TF
Zea mays	GRMZM2G079114_P06	ARF	Genome	TF
Zea mays	GRMZM2G081158_P01	ARF	Genome	TF
Zea mays	GRMZM2G081406_P01	ARF	Genome	TF
Zea mays	GRMZM2G085248_P01	ARF	Genome	TF
Zea mays	GRMZM2G086949_P01	ARF	Genome	TF
Zea mays	GRMZM2G089640_P01	ARF	Genome	TF
Zea mays	GRMZM2G093141_P01	ARF	Genome	TF
Zea mays	GRMZM2G093141_P02	ARF	Genome	TF
Zea mays	GRMZM2G100074_P01	ARF	Genome	TF
Zea mays	GRMZM2G102845_P01	ARF	Genome	TF
Zea mays	GRMZM2G108176_P01	ARF	Genome	TF
Zea mays	GRMZM2G108176_P02	ARF	Genome	TF
Zea mays	GRMZM2G108176_P03	ARF	Genome	TF
Zea mays	GRMZM2G115292_P01	ARF	Genome	TF
Zea mays	GRMZM2G116557_P01	ARF	Genome	TF
Zea mays	GRMZM2G116557_P02	ARF	Genome	TF
Zea mays	GRMZM2G116557_P03	ARF	Genome	TF
Zea mays	GRMZM2G125717_P01	ARF	Genome	TF
Zea mays	GRMZM2G125717_P02	ARF	Genome	TF
Zea mays	GRMZM2G125717_P03	ARF	Genome	TF
Zea mays	GRMZM2G125717_P04	ARF	Genome	TF
Zea mays	GRMZM2G125717_P05	ARF	Genome	TF
Zea mays	GRMZM2G125717_P06	ARF	Genome	TF
Zea mays	GRMZM2G125717_P07	ARF	Genome	TF
Zea mays	GRMZM2G134112_P02	ARF	Genome	TF
Zea mays	GRMZM2G134112_P03	ARF	Genome	TF
Zea mays	GRMZM2G134344_P01	ARF	Genome	TF
Zea mays	GRMZM2G134344_P02	ARF	Genome	TF
Zea mays	GRMZM2G137413_P01	ARF	Genome	TF
Zea mays	GRMZM2G140881_P01	ARF	Genome	TF
Zea mays	GRMZM2G140881_P02	ARF	Genome	TF
Zea mays	GRMZM2G141423_P01	ARF	Genome	TF
Zea mays	GRMZM2G151269_P01	ARF	Genome	TF
Zea mays	GRMZM2G153233_P01	ARF	Genome	TF
Zea mays	GRMZM2G153233_P02	ARF	Genome	TF
Zea mays	GRMZM2G158491_P01	ARF	Genome	TF
Zea mays	GRMZM2G158491_P02	ARF	Genome	TF
Zea mays	GRMZM2G159399_P01	ARF	Genome	TF
Zea mays	GRMZM2G159399_P02	ARF	Genome	TF
Zea mays	GRMZM2G160005_P01	ARF	Genome	TF
Zea mays	GRMZM2G167205_P01	ARF	Genome	TF
Zea mays	GRMZM2G169820_P01	ARF	Genome	TF
Zea mays	GRMZM2G172960_P01	ARF	Genome	TF
Zea mays	GRMZM2G172960_P02	ARF	Genome	TF
Zea mays	GRMZM2G172960_P03	ARF	Genome	TF
Zea mays	GRMZM2G175045_P01	ARF	Genome	TF
Zea mays	GRMZM2G175045_P02	ARF	Genome	TF
Zea mays	GRMZM2G013612_P01	ARR-B	Genome	TF
Zea mays	GRMZM2G054336_P01	ARR-B	Genome	TF
Zea mays	GRMZM2G060217_P01	ARR-B	Genome	TF
Zea mays	GRMZM2G099797_P01	ARR-B	Genome	TF
Zea mays	GRMZM2G099797_P02	ARR-B	Genome	TF
Zea mays	GRMZM2G099797_P03	ARR-B	Genome	TF
Zea mays	GRMZM2G100318_P01	ARR-B	Genome	TF
Zea mays	GRMZM2G109616_P01	ARR-B	Genome	TF
Zea mays	GRMZM2G109616_P02	ARR-B	Genome	TF
Zea mays	GRMZM2G126834_P01	ARR-B	Genome	TF
Zea mays	GRMZM2G126834_P02	ARR-B	Genome	TF
Zea mays	GRMZM2G140585_P01	ARR-B	Genome	TF
Zea mays	GRMZM2G140585_P02	ARR-B	Genome	TF
Zea mays	GRMZM2G152293_P01	ARR-B	Genome	TF
Zea mays	GRMZM2G154081_P01	ARR-B	Genome	TF
Zea mays	GRMZM2G154081_P02	ARR-B	Genome	TF
Zea mays	GRMZM2G177220_P01	ARR-B	Genome	TF
Zea mays	GRMZM2G179646_P01	ARR-B	Genome	TF
Zea mays	GRMZM2G056959_P01	BBR/BPC	Genome	TF
Zea mays	GRMZM2G056959_P02	BBR/BPC	Genome	TF
Zea mays	GRMZM2G118690_P01	BBR/BPC	Genome	TF
Zea mays	GRMZM2G118690_P02	BBR/BPC	Genome	TF
Zea mays	GRMZM2G118690_P03	BBR/BPC	Genome	TF
Zea mays	GRMZM2G164735_P01	BBR/BPC	Genome	TF
Zea mays	GRMZM2G164735_P02	BBR/BPC	Genome	TF
Zea mays	GRMZM2G165310_P01	BBR/BPC	Genome	TF
Zea mays	GRMZM2G165310_P02	BBR/BPC	Genome	TF
Zea mays	GRMZM2G166230_P01	BBR/BPC	Genome	TF
Zea mays	GRMZM2G166230_P02	BBR/BPC	Genome	TF
Zea mays	GRMZM2G179366_P01	BBR/BPC	Genome	TF
Zea mays	GRMZM2G179366_P02	BBR/BPC	Genome	TF
Zea mays	AC208411.3_FGP049	BES1	Genome	TF
Zea mays	GRMZM2G022259_P01	BES1	Genome	TF
Zea mays	GRMZM2G036920_P02	BES1	Genome	TF
Zea mays	GRMZM2G050169_P01	BES1	Genome	TF
Zea mays	GRMZM2G055626_P01	BES1	Genome	TF
Zea mays	GRMZM2G055626_P03	BES1	Genome	TF
Zea mays	GRMZM2G055626_P05	BES1	Genome	TF
Zea mays	GRMZM2G055626_P06	BES1	Genome	TF
Zea mays	GRMZM2G055626_P08	BES1	Genome	TF
Zea mays	GRMZM2G069486_P02	BES1	Genome	TF
Zea mays	GRMZM2G069486_P03	BES1	Genome	TF
Zea mays	GRMZM2G069486_P04	BES1	Genome	TF
Zea mays	GRMZM2G102514_P01	BES1	Genome	TF
Zea mays	GRMZM2G145925_P01	BES1	Genome	TF
Zea mays	GRMZM2G145925_P02	BES1	Genome	TF
Zea mays	GRMZM2G145925_P03	BES1	Genome	TF
Zea mays	GRMZM2G145925_P04	BES1	Genome	TF
Zea mays	GRMZM2G152172_P01	BES1	Genome	TF
Zea mays	AC177924.2_FGP038	bHLH	Genome	TF
Zea mays	AC185481.5_FGP045	bHLH	Genome	TF
Zea mays	AC186287.7_FGP040	bHLH	Genome	TF
Zea mays	AC191118.3_FGP045	bHLH	Genome	TF
Zea mays	AC197433.2_FGP035	bHLH	Genome	TF
Zea mays	AC197691.3_FGP034	bHLH	Genome	TF
Zea mays	AC211622.4_FGP040	bHLH	Genome	TF
Zea mays	AC215685.1_FGP032	bHLH	Genome	TF
Zea mays	GRMZM2G001879_P01	bHLH	Genome	TF
Zea mays	GRMZM2G001879_P02	bHLH	Genome	TF
Zea mays	GRMZM2G001930_P01	bHLH	Genome	TF
Zea mays	GRMZM2G004356_P01	bHLH	Genome	TF
Zea mays	GRMZM2G004501_P01	bHLH	Genome	TF
Zea mays	GRMZM2G006631_P01	bHLH	Genome	TF
Zea mays	GRMZM2G007562_P01	bHLH	Genome	TF
Zea mays	GRMZM2G008691_P03	bHLH	Genome	TF
Zea mays	GRMZM2G008898_P01	bHLH	Genome	TF
Zea mays	GRMZM2G009205_P01	bHLH	Genome	TF
Zea mays	GRMZM2G009478_P01	bHLH	Genome	TF
Zea mays	GRMZM2G009478_P02	bHLH	Genome	TF
Zea mays	GRMZM2G009478_P03	bHLH	Genome	TF
Zea mays	GRMZM2G009478_P04	bHLH	Genome	TF
Zea mays	GRMZM2G009478_P05	bHLH	Genome	TF
Zea mays	GRMZM2G009478_P06	bHLH	Genome	TF
Zea mays	GRMZM2G009837_P01	bHLH	Genome	TF
Zea mays	GRMZM2G013411_P01	bHLH	Genome	TF
Zea mays	GRMZM2G013411_P02	bHLH	Genome	TF
Zea mays	GRMZM2G013411_P04	bHLH	Genome	TF
Zea mays	GRMZM2G013411_P05	bHLH	Genome	TF
Zea mays	GRMZM2G013688_P01	bHLH	Genome	TF
Zea mays	GRMZM2G014478_P01	bHLH	Genome	TF
Zea mays	GRMZM2G015493_P01	bHLH	Genome	TF
Zea mays	GRMZM2G015666_P01	bHLH	Genome	TF
Zea mays	GRMZM2G016039_P01	bHLH	Genome	TF
Zea mays	GRMZM2G016039_P02	bHLH	Genome	TF
Zea mays	GRMZM2G016039_P03	bHLH	Genome	TF
Zea mays	GRMZM2G016756_P01	bHLH	Genome	TF
Zea mays	GRMZM2G017145_P03	bHLH	Genome	TF
Zea mays	GRMZM2G017349_P01	bHLH	Genome	TF
Zea mays	GRMZM2G017586_P01	bHLH	Genome	TF
Zea mays	GRMZM2G017586_P02	bHLH	Genome	TF
Zea mays	GRMZM2G018472_P01	bHLH	Genome	TF
Zea mays	GRMZM2G018526_P01	bHLH	Genome	TF
Zea mays	GRMZM2G018526_P03	bHLH	Genome	TF
Zea mays	GRMZM2G018526_P04	bHLH	Genome	TF
Zea mays	GRMZM2G019806_P01	bHLH	Genome	TF
Zea mays	GRMZM2G020102_P01	bHLH	Genome	TF
Zea mays	GRMZM2G020102_P02	bHLH	Genome	TF
Zea mays	GRMZM2G020102_P03	bHLH	Genome	TF
Zea mays	GRMZM2G020316_P01	bHLH	Genome	TF
Zea mays	GRMZM2G020316_P02	bHLH	Genome	TF
Zea mays	GRMZM2G020316_P03	bHLH	Genome	TF
Zea mays	GRMZM2G021276_P02	bHLH	Genome	TF
Zea mays	GRMZM2G021276_P04	bHLH	Genome	TF
Zea mays	GRMZM2G021276_P05	bHLH	Genome	TF
Zea mays	GRMZM2G021276_P06	bHLH	Genome	TF
Zea mays	GRMZM2G021701_P01	bHLH	Genome	TF
Zea mays	GRMZM2G021927_P01	bHLH	Genome	TF
Zea mays	GRMZM2G022126_P01	bHLH	Genome	TF
Zea mays	GRMZM2G024530_P01	bHLH	Genome	TF
Zea mays	GRMZM2G027068_P01	bHLH	Genome	TF
Zea mays	GRMZM2G027563_P01	bHLH	Genome	TF
Zea mays	GRMZM2G029320_P01	bHLH	Genome	TF
Zea mays	GRMZM2G029523_P01	bHLH	Genome	TF
Zea mays	GRMZM2G030744_P02	bHLH	Genome	TF
Zea mays	GRMZM2G030744_P03	bHLH	Genome	TF
Zea mays	GRMZM2G030762_P02	bHLH	Genome	TF
Zea mays	GRMZM2G031042_P02	bHLH	Genome	TF
Zea mays	GRMZM2G033215_P02	bHLH	Genome	TF
Zea mays	GRMZM2G033356_P01	bHLH	Genome	TF
Zea mays	GRMZM2G033622_P01	bHLH	Genome	TF
Zea mays	GRMZM2G033826_P01	bHLH	Genome	TF
Zea mays	GRMZM2G035576_P01	bHLH	Genome	TF
Zea mays	GRMZM2G036092_P01	bHLH	Genome	TF
Zea mays	GRMZM2G036554_P01	bHLH	Genome	TF
Zea mays	GRMZM2G036727_P01	bHLH	Genome	TF
Zea mays	GRMZM2G038315_P01	bHLH	Genome	TF
Zea mays	GRMZM2G038479_T01_P01	bHLH	Genome	TF
Zea mays	GRMZM2G038581_P03	bHLH	Genome	TF
Zea mays	GRMZM2G038760_P01	bHLH	Genome	TF
Zea mays	GRMZM2G038760_P02	bHLH	Genome	TF
Zea mays	GRMZM2G042101_P01	bHLH	Genome	TF
Zea mays	GRMZM2G042893_P01	bHLH	Genome	TF
Zea mays	GRMZM2G042893_P02	bHLH	Genome	TF
Zea mays	GRMZM2G042893_P05	bHLH	Genome	TF
Zea mays	GRMZM2G042895_P01	bHLH	Genome	TF
Zea mays	GRMZM2G042920_P02	bHLH	Genome	TF
Zea mays	GRMZM2G043854_P01	bHLH	Genome	TF
Zea mays	GRMZM2G045109_P01	bHLH	Genome	TF
Zea mays	GRMZM2G045883_P01	bHLH	Genome	TF
Zea mays	GRMZM2G046493_P01	bHLH	Genome	TF
Zea mays	GRMZM2G046493_P02	bHLH	Genome	TF
Zea mays	GRMZM2G046493_P03	bHLH	Genome	TF
Zea mays	GRMZM2G048088_P01	bHLH	Genome	TF
Zea mays	GRMZM2G048088_P02	bHLH	Genome	TF
Zea mays	GRMZM2G048088_P03	bHLH	Genome	TF
Zea mays	GRMZM2G048873_P01	bHLH	Genome	TF
Zea mays	GRMZM2G048873_P02	bHLH	Genome	TF
Zea mays	GRMZM2G048873_P04	bHLH	Genome	TF
Zea mays	GRMZM2G048873_P05	bHLH	Genome	TF
Zea mays	GRMZM2G049229_P01	bHLH	Genome	TF
Zea mays	GRMZM2G049686_P01	bHLH	Genome	TF
Zea mays	GRMZM2G049817_P01	bHLH	Genome	TF
Zea mays	GRMZM2G049817_P02	bHLH	Genome	TF
Zea mays	GRMZM2G051874_P01	bHLH	Genome	TF
Zea mays	GRMZM2G051874_P02	bHLH	Genome	TF
Zea mays	GRMZM2G051874_P03	bHLH	Genome	TF
Zea mays	GRMZM2G051874_P04	bHLH	Genome	TF
Zea mays	GRMZM2G053012_P01	bHLH	Genome	TF
Zea mays	GRMZM2G054564_P01	bHLH	Genome	TF
Zea mays	GRMZM2G054673_P01	bHLH	Genome	TF
Zea mays	GRMZM2G057260_P01	bHLH	Genome	TF
Zea mays	GRMZM2G057413_P01	bHLH	Genome	TF
Zea mays	GRMZM2G058451_P01	bHLH	Genome	TF
Zea mays	GRMZM2G059050_P01	bHLH	Genome	TF
Zea mays	GRMZM2G060359_P01	bHLH	Genome	TF
Zea mays	GRMZM2G060359_P02	bHLH	Genome	TF
Zea mays	GRMZM2G060359_P03	bHLH	Genome	TF
Zea mays	GRMZM2G060710_P01	bHLH	Genome	TF
Zea mays	GRMZM2G061052_P01	bHLH	Genome	TF
Zea mays	GRMZM2G061906_P01	bHLH	Genome	TF
Zea mays	GRMZM2G062458_P01	bHLH	Genome	TF
Zea mays	GRMZM2G062541_P01	bHLH	Genome	TF
Zea mays	GRMZM2G064071_P01	bHLH	Genome	TF
Zea mays	GRMZM2G064571_P01	bHLH	Genome	TF
Zea mays	GRMZM2G064638_P01	bHLH	Genome	TF
Zea mays	GRMZM2G065311_P01	bHLH	Genome	TF
Zea mays	GRMZM2G065311_P02	bHLH	Genome	TF
Zea mays	GRMZM2G065311_P04	bHLH	Genome	TF
Zea mays	GRMZM2G065311_P05	bHLH	Genome	TF
Zea mays	GRMZM2G065311_P06	bHLH	Genome	TF
Zea mays	GRMZM2G065374_P01	bHLH	Genome	TF
Zea mays	GRMZM2G066057_P01	bHLH	Genome	TF
Zea mays	GRMZM2G067654_P01	bHLH	Genome	TF
Zea mays	GRMZM2G068604_P01	bHLH	Genome	TF
Zea mays	GRMZM2G068863_P01	bHLH	Genome	TF
Zea mays	GRMZM2G069140_P02	bHLH	Genome	TF
Zea mays	GRMZM2G070269_P01	bHLH	Genome	TF
Zea mays	GRMZM2G072182_P01	bHLH	Genome	TF
Zea mays	GRMZM2G072376_P01	bHLH	Genome	TF
Zea mays	GRMZM2G073267_P01	bHLH	Genome	TF
Zea mays	GRMZM2G074438_P01	bHLH	Genome	TF
Zea mays	GRMZM2G074439_P01	bHLH	Genome	TF
Zea mays	GRMZM2G074501_P01	bHLH	Genome	TF
Zea mays	GRMZM2G076636_P01	bHLH	Genome	TF
Zea mays	GRMZM2G076636_P02	bHLH	Genome	TF
Zea mays	GRMZM2G076636_P03	bHLH	Genome	TF
Zea mays	GRMZM2G078303_P01	bHLH	Genome	TF
Zea mays	GRMZM2G078303_P02	bHLH	Genome	TF
Zea mays	GRMZM2G078419_P01	bHLH	Genome	TF
Zea mays	GRMZM2G079516_P01	bHLH	Genome	TF
Zea mays	GRMZM2G080054_P01	bHLH	Genome	TF
Zea mays	GRMZM2G080054_P02	bHLH	Genome	TF
Zea mays	GRMZM2G080054_P03	bHLH	Genome	TF
Zea mays	GRMZM2G080168_P01	bHLH	Genome	TF
Zea mays	GRMZM2G080168_P02	bHLH	Genome	TF
Zea mays	GRMZM2G081816_P01	bHLH	Genome	TF
Zea mays	GRMZM2G081816_P02	bHLH	Genome	TF
Zea mays	GRMZM2G081816_P03	bHLH	Genome	TF
Zea mays	GRMZM2G082343_P01	bHLH	Genome	TF
Zea mays	GRMZM2G082586_P01	bHLH	Genome	TF
Zea mays	GRMZM2G082630_P01	bHLH	Genome	TF
Zea mays	GRMZM2G083504_P01	bHLH	Genome	TF
Zea mays	GRMZM2G083504_P02	bHLH	Genome	TF
Zea mays	GRMZM2G083504_P03	bHLH	Genome	TF
Zea mays	GRMZM2G083799_P01	bHLH	Genome	TF
Zea mays	GRMZM2G085467_P02	bHLH	Genome	TF
Zea mays	GRMZM2G085720_P01	bHLH	Genome	TF
Zea mays	GRMZM2G085751_P01	bHLH	Genome	TF
Zea mays	GRMZM2G086204_P01	bHLH	Genome	TF
Zea mays	GRMZM2G086216_P01	bHLH	Genome	TF
Zea mays	GRMZM2G086474_P01	bHLH	Genome	TF
Zea mays	GRMZM2G086474_P02	bHLH	Genome	TF
Zea mays	GRMZM2G086601_P01	bHLH	Genome	TF
Zea mays	GRMZM2G086978_P01	bHLH	Genome	TF
Zea mays	GRMZM2G086978_P02	bHLH	Genome	TF
Zea mays	GRMZM2G086978_P03	bHLH	Genome	TF
Zea mays	GRMZM2G086978_P04	bHLH	Genome	TF
Zea mays	GRMZM2G087622_P01	bHLH	Genome	TF
Zea mays	GRMZM2G088443_P01	bHLH	Genome	TF
Zea mays	GRMZM2G089501_P01	bHLH	Genome	TF
Zea mays	GRMZM2G089501_P02	bHLH	Genome	TF
Zea mays	GRMZM2G089501_P03	bHLH	Genome	TF
Zea mays	GRMZM2G089501_P04	bHLH	Genome	TF
Zea mays	GRMZM2G089501_P05	bHLH	Genome	TF
Zea mays	GRMZM2G091003_P01	bHLH	Genome	TF
Zea mays	GRMZM2G091788_P01	bHLH	Genome	TF
Zea mays	GRMZM2G092091_P01	bHLH	Genome	TF
Zea mays	GRMZM2G092091_P02	bHLH	Genome	TF
Zea mays	GRMZM2G093423_P01	bHLH	Genome	TF
Zea mays	GRMZM2G093744_P01	bHLH	Genome	TF
Zea mays	GRMZM2G093744_P02	bHLH	Genome	TF
Zea mays	GRMZM2G093744_P03	bHLH	Genome	TF
Zea mays	GRMZM2G094819_P01	bHLH	Genome	TF
Zea mays	GRMZM2G094819_P02	bHLH	Genome	TF
Zea mays	GRMZM2G094892_P01	bHLH	Genome	TF
Zea mays	GRMZM2G094892_P02	bHLH	Genome	TF
Zea mays	GRMZM2G095899_P01	bHLH	Genome	TF
Zea mays	GRMZM2G097028_P01	bHLH	Genome	TF
