id,category,trait,tissue,padj
GRMZM2G035595,Metabolite,X.791..DL.isoleucine.2..10.225,L3Tip,1
GRMZM2G035632,Metabolite,X.5988..Sucrose..23.988..s100,L3Base,0.370954765536246
GRMZM2G035632,Metabolite,X.835..dehydroascorbic.acid..1..16.863,LMAN,1
GRMZM2G035664,Female Inflorescence,EarRowNumber,GShoot,1
GRMZM2G035664,other,Spikelets.MainSpike,Kern,1
GRMZM2G035709,Metabolite,X.439958..D.glucose.6.phosphate.1..21.394,L3Base,1
GRMZM2G035709,Metabolite,X.6537496..chlorogenic.acid.2..27.18._alt,LMAN,1
GRMZM2G035933,Metabolite,X.444266..maleic.acid..10.323,GRoot,0.24791357184071
GRMZM2G035933,Metabolite,X.5321515..stigmasterol..28.442,LMAN,1
GRMZM2G036034,Metabolite,X.738..L.glutamine.2..14.083,LMAN,1
GRMZM2G036034,Seed Traits,TotalKernelNum,LMAD,1
GRMZM2G036050,Metabolite,X.3037582..mucic.acid..18.907,L3Tip,1
GRMZM2G036050,Metabolite,X.6508..quinic.acid..17.076..s100,LMAD,1
GRMZM2G036245,Metabolite,X.6057..tyrosine.2..17.871,LMAN,1
GRMZM2G036245,Metabolite,X.738..L.glutamine.2..14.083,LMAN,1
GRMZM2G036365,Metabolite,X.5460673..D.saccharic.acid..18.614,LMAN,1
GRMZM2G036365,Metabolite,X.6255..maltose..2..24.915,LMAN,3.7931321755423e-15
GRMZM2G036464,Metabolite,X.33032..L.glutamic.acid.3..dehydrated...13.232..s100,GRoot,1
GRMZM2G036464,Metabolite,X.448388..D.allose.1..17.278,GRoot,1
GRMZM2G036502,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,L3Tip,1
GRMZM2G036502,Metabolite,X.12647..L.homoserine.2..12.359,L3Tip,1
GRMZM2G036902,Male Inflorescence,TasselLength,GShoot,1
GRMZM2G036902,Metabolite,X.5321342..beta.sitosterol..28.848,L3Tip,1
GRMZM2G036980,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,L3Base,2.37216170706489e-07
GRMZM2G036980,Metabolite,X.12647..L.homoserine.2..12.359,L3Base,6.26886942356464e-09
GRMZM2G036980,Metabolite,X.239..Beta..alanine..1..12.044,L3Base,9.14219962766173e-12
GRMZM2G036980,Metabolite,X.5321342..beta.sitosterol..28.848,L3Tip,0.000818796640911224
GRMZM2G036980,Metabolite,X.5951..L.serine.2..11.174..s100,L3Base,9.9120711638534e-13
GRMZM2G036980,Metabolite,X.5960..aspartic.acid.2..13.207,L3Base,0.321819048384746
GRMZM2G036980,Metabolite,X.60961..adenosine..23.825,L3Base,0.143081006422605
GRMZM2G036980,Metabolite,X.6288..L.threonine.2..11.464,L3Base,5.35922047138791e-12
GRMZM2G036980,Metabolite,X.6288..L.threonine.2..11.464,L3Tip,0.00712727546453462
GRMZM2G036980,Metabolite,X.754..glycerol.1.phosphate..16.056,L3Base,2.20519753386661e-05
GRMZM2G036991,Metabolite,X.5321342..beta.sitosterol..28.848,LMAN,1
GRMZM2G036991,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,L3Tip,1
GRMZM2G037209,Metabolite,X.12647..L.homoserine.2..12.359,GRoot,1
GRMZM2G037209,Metabolite,X.6288..L.threonine.2..11.464,GRoot,0.0359242502773955
GRMZM2G037265,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,LMAN,1
GRMZM2G037265,Seed Traits,TotalKernelNum,LMAD,0.905810473894094
GRMZM2G037335,Male Inflorescence,TasselLength,LMAD,0.642548205258122
GRMZM2G037335,other,TasselBranchLength,LMAD,1
GRMZM2G037617,Metabolite,X.2116..alpha.tocophereol..27.379,LMAN,1
GRMZM2G037617,Metabolite,X.5321342..beta.sitosterol..28.848,GShoot,1
GRMZM2G037617,Metabolite,X.5460935..turanose.1..24.81,L3Base,7.67851503293837e-05
GRMZM2G037624,Male Inflorescence,TasselLength,GRoot,0.781338550863794
GRMZM2G037624,other,TasselBranchLength,GRoot,1
GRMZM2G037627,Development,EarHeight,GShoot,3.88814616014699e-06
GRMZM2G037627,Development,PlantHeight,GShoot,9.06737922219403e-05
GRMZM2G037792,Development,PlantHeight,Kern,1
GRMZM2G037792,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,GShoot,1
GRMZM2G037923,Metabolite,X.439742..beta.cyano.L.alanine..11.288,GShoot,1
GRMZM2G037923,Metabolite,X.5951..L.serine.2..11.174..s100,GShoot,1
GRMZM2G037923,other,Spikelets.MainSpike,L3Tip,1
GRMZM2G038722,Metabolite,X.12647..L.homoserine.2..12.359,GRoot,1
GRMZM2G038722,Metabolite,X.239..Beta..alanine..1..12.044,GRoot,0.506282799580167
GRMZM2G039106,Metabolite,X.5321342..beta.sitosterol..28.848,L3Tip,1
GRMZM2G039106,Metabolite,X.5321342..beta.sitosterol..28.848,LMAN,1
GRMZM2G039251,Flowering Time,DaystoSilk,LMAD,1
GRMZM2G039251,Flowering Time,DaysToTassel,LMAD,1
GRMZM2G039251,Flowering Time,GDDDaystoTassel,LMAD,1
GRMZM2G039542,Metabolite,X.439194..glyceric.acid..10.735,L3Base,1.48902254126781e-06
GRMZM2G039542,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,L3Base,0.00732756999966777
GRMZM2G039580,Female Inflorescence,EarRankNumber,GRoot,1
GRMZM2G039580,Flowering Time,DaystoSilk,L3Tip,0.713523709858446
GRMZM2G039580,Metabolite,X.637542..4.hydroxycinnamic.acid..17.854,L3Base,0.0425861738793176
GRMZM2G039845,Development,PlantHeight,Kern,1
GRMZM2G039845,other,SouthernLeafBlight,Kern,1
GRMZM2G039934,Metabolite,X.6262..L.ornithine.2..16.632,GShoot,1
GRMZM2G039934,Metabolite,X.9750..citrulline.2..16.691,GShoot,1
GRMZM2G040247,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,LMAN,1
GRMZM2G040247,Metabolite,X.12647..L.homoserine.2..12.359,GRoot,1
GRMZM2G040278,Metabolite,X.60961..adenosine..23.825,L3Base,1
GRMZM2G040278,Seed Traits,TotalKernelNum,L3Base,5.34078674734317e-05
GRMZM2G040278,Seed Traits,TotalKernelVolume,L3Base,0.00247195748050899
GRMZM2G040441,Metabolite,X.439183..3.phosphoglyceric.acid..16.504,GShoot,0.38620390147834
GRMZM2G040441,Metabolite,X.6255..maltose..2..24.915,GShoot,1
GRMZM2G040508,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,L3Tip,0.501822717967443
GRMZM2G040508,Metabolite,X.239..Beta..alanine..1..12.044,L3Tip,0.914304323808294
GRMZM2G040689,Metabolite,X.2116..alpha.tocophereol..27.379,LMAN,1
GRMZM2G040689,Metabolite,X.5988..Sucrose..23.988..s100,LMAN,0.499278351267647
GRMZM2G040689,Metabolite,X.6262..L.ornithine.2..16.632,LMAN,1
GRMZM2G040689,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,LMAN,1
GRMZM2G040689,Metabolite,X.738..L.glutamine.2..14.083,LMAN,1
GRMZM2G040689,Metabolite,X.791..DL.isoleucine.2..10.225,LMAN,1
GRMZM2G040991,Metabolite,X.3037582..mucic.acid..18.907,L3Tip,1
GRMZM2G040991,other,RowQuality,L3Tip,0.0441183774847884
GRMZM2G041418,Metabolite,X.5962..L.lysine.2..17.643,LMAN,1
GRMZM2G041418,Metabolite,X.6262..L.ornithine.2..16.632,LMAN,1
GRMZM2G041418,Metabolite,X.9750..citrulline.2..16.691,LMAN,1
GRMZM2G041463,Metabolite,X.236..L.asparagine.2..14.984,LMAN,0.0110521464768949
GRMZM2G041463,Metabolite,X.938..nicotinic.acid..10.27,LMAD,1
GRMZM2G041518,Metabolite,X.1001..phenethylamine..13.742,Kern,1
GRMZM2G041518,Metabolite,X.738..L.glutamine.2..14.083,L3Tip,1
GRMZM2G041561,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,L3Base,1
GRMZM2G041561,other,StandCount,LMAD,0.0735252474000865
GRMZM2G041701,Metabolite,X.12647..L.homoserine.2..12.359,LMAD,1
GRMZM2G041701,Metabolite,X.239..Beta..alanine..1..12.044,LMAD,1
GRMZM2G041701,Metabolite,X.439958..D.glucose.6.phosphate.1..21.394,LMAD,1
GRMZM2G041701,Metabolite,X.6262..L.ornithine.2..16.632,LMAD,1
GRMZM2G041701,Metabolite,X.6262..L.ornithine.2..16.632,LMAN,0.471673080142201
GRMZM2G041701,Metabolite,X.6288..L.threonine.2..11.464,LMAD,1
GRMZM2G041842,Male Inflorescence,TasselLength,L3Base,1
GRMZM2G041842,other,RowQuality,L3Tip,0.073760849226745
GRMZM2G042027,other,NIROil,LMAD,1
GRMZM2G042027,Seed Traits,TotalKernelVolume,GShoot,1
GRMZM2G042164,Female Inflorescence,CobDiameter,Kern,1
GRMZM2G042164,other,EarDiameter,Kern,1
GRMZM2G042171,Metabolite,X.6508..quinic.acid..17.076..s100,L3Tip,0.00380255908032856
GRMZM2G042171,other,Spikelets.PrimaryBranch,GRoot,1
GRMZM2G042231,Metabolite,X.2724705..1.6.anhydro.glucose..15.326,L3Base,1
GRMZM2G042231,Metabolite,X.754..glycerol.1.phosphate..16.056,L3Tip,1
GRMZM2G042295,Metabolite,X.2724705..1.6.anhydro.glucose..15.326,L3Tip,0.453184457038699
GRMZM2G042295,Metabolite,X.444266..maleic.acid..10.323,GRoot,1
GRMZM2G042488,Female Inflorescence,EarRowNumber,LMAD,0.169016672225908
GRMZM2G042488,Metabolite,X.6912..xylitol..15.376,LMAN,1
GRMZM2G042660,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,L3Base,1
GRMZM2G042660,Metabolite,X.642609..trans.caftaric.acid.2..25.529,L3Base,0.530045750406456
GRMZM2G042704,Metabolite,X.6912..xylitol..15.376,LMAN,0.525195142769869
GRMZM2G042704,Metabolite,X.938..nicotinic.acid..10.27,LMAD,1
GRMZM2G042797,Metabolite,X.236..L.asparagine.2..14.984,LMAD,0.130339788010077
GRMZM2G042797,other,StandCount,GRoot,1
GRMZM2G042855,Metabolite,X.12647..L.homoserine.2..12.359,L3Tip,0.0923724519834541
GRMZM2G042855,Metabolite,X.6287..L.valine.2..9.151,L3Tip,1
GRMZM2G042855,Metabolite,X.738..L.glutamine.2..14.083,L3Tip,1
GRMZM2G043154,Metabolite,X.637542..4.hydroxycinnamic.acid..17.854,LMAN,1
GRMZM2G043154,Metabolite,X.6537496..chlorogenic.acid.1..26.37,LMAN,1
GRMZM2G043238,Metabolite,X.3037582..mucic.acid..18.907,L3Tip,1
GRMZM2G043238,Metabolite,X.439742..beta.cyano.L.alanine..11.288,GRoot,1
GRMZM2G043238,Metabolite,X.448388..D.allose.1..17.278,GRoot,1
GRMZM2G043238,Metabolite,X.5951..L.serine.2..11.174..s100,GRoot,1
GRMZM2G043238,Metabolite,X.6288..L.threonine.2..11.464,GRoot,0.0195112800641848
GRMZM2G043435,other,NIRStarch,LMAD,1
GRMZM2G043435,other,Spikelets.MainSpike,L3Tip,0.100093319618951
GRMZM2G043764,Metabolite,X.6255..maltose..2..24.915,L3Tip,1
GRMZM2G043764,other,TasselBranchLength,LMAD,1
GRMZM2G043948,Metabolite,X.5460935..turanose.1..24.81,LMAD,1
GRMZM2G043948,Metabolite,X.827..ribitol..15.66,Kern,0.787961882785984
GRMZM2G044044,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,LMAD,1
GRMZM2G044044,Metabolite,X.444212..trans.aconitic.acid..15.842..s100,L3Base,1
GRMZM2G044077,Female Inflorescence,EarRowNumber,L3Tip,0.424060938101529
GRMZM2G044077,Metabolite,X.5962..L.lysine.2..17.643,LMAD,1
GRMZM2G044096,Leaf Morphology,LeafWidth,Kern,1
GRMZM2G044096,Metabolite,X.5321342..beta.sitosterol..28.848,L3Tip,0.0798102310609579
GRMZM2G044469,Metabolite,X.12647..L.homoserine.2..12.359,Kern,1
GRMZM2G044469,Metabolite,X.439742..beta.cyano.L.alanine..11.288,L3Tip,1
GRMZM2G044527,other,NIROil,GShoot,1
GRMZM2G044527,other,NIROil,LMAD,1
GRMZM2G044527,other,NIROil,LMAN,1
GRMZM2G044531,Metabolite,X.938..nicotinic.acid..10.27,LMAD,1
GRMZM2G044531,other,NumberofTilleringPlants,LMAN,1
GRMZM2G044553,Metabolite,X.6255..maltose..2..24.915,LMAN,1
GRMZM2G044553,Metabolite,X.6537496..chlorogenic.acid.1..26.37,GRoot,1
GRMZM2G044720,Metabolite,X.1060..pyruvic.acid..6.714,L3Tip,0.0894520060232225
GRMZM2G044720,Metabolite,X.439451..galactinol.2..26.479,L3Base,0.0533665765515332
GRMZM2G044771,Metabolite,X.439183..3.phosphoglyceric.acid..16.504,LMAD,1
GRMZM2G044771,Metabolite,X.439958..D.glucose.6.phosphate.1..21.394,LMAD,1
GRMZM2G044788,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,LMAN,0.00229173426581264
GRMZM2G044788,Metabolite,X.750..glycine..10.456..s100,Kern,1
GRMZM2G044851,Metabolite,X.236..L.asparagine.2..14.984,L3Tip,1
GRMZM2G044851,Metabolite,X.439742..beta.cyano.L.alanine..11.288,L3Tip,1
GRMZM2G045084,Flowering Time,GDDAnthesis.SilkingInterval,L3Base,0.988527158631509
GRMZM2G045084,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,L3Tip,1
GRMZM2G045084,Metabolite,X.6255..maltose..2..24.915,L3Tip,1
GRMZM2G045280,Metabolite,X.5321515..stigmasterol..28.442,Kern,1
GRMZM2G045280,Metabolite,X.637542..4.hydroxycinnamic.acid..17.854,Kern,1
GRMZM2G045433,Metabolite,X.5321342..beta.sitosterol..28.848,LMAN,1
GRMZM2G045433,other,EarDiameter,Kern,1
GRMZM2G045503,Metabolite,X.5321342..beta.sitosterol..28.848,LMAN,1
GRMZM2G045503,Metabolite,X.6255..maltose..2..24.915,GShoot,1
GRMZM2G045503,Metabolite,X.6537496..chlorogenic.acid.1..26.37,GRoot,1
GRMZM2G045753,Metabolite,X.738..L.glutamine.2..14.083,L3Base,1
GRMZM2G045753,other,NIRStarch,LMAD,1
GRMZM2G045753,other,TasselBranchLength,Kern,0.0365519762504674
GRMZM2G046529,Metabolite,X.3037582..mucic.acid..18.907,GRoot,1
GRMZM2G046529,Metabolite,X.835..dehydroascorbic.acid..1..16.863,GRoot,1
GRMZM2G046601,Metabolite,X.444212..trans.aconitic.acid..15.842..s100,L3Base,0.00103060356945006
GRMZM2G046601,Metabolite,X.9750..citrulline.2..16.691,Kern,0.44537899803522
GRMZM2G046733,Flowering Time,DaysToTassel,GRoot,0.0474815490291629
GRMZM2G046733,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,GShoot,1
GRMZM2G046733,Metabolite,X.204..allantoin.1..17.293,GShoot,1
GRMZM2G046733,Metabolite,X.5962..L.lysine.2..17.643,GShoot,1
GRMZM2G046748,Metabolite,X.439451..galactinol.2..26.479,LMAN,1
GRMZM2G046748,Metabolite,X.6255..maltose..2..24.915,GShoot,1
GRMZM2G046748,Metabolite,X.6255..maltose..2..24.915,L3Base,1
GRMZM2G046748,Metabolite,X.6255..maltose..2..24.915,L3Tip,1
GRMZM2G046849,Leaf Morphology,UpperLeafAngle,Kern,1
GRMZM2G046849,Metabolite,X.5321515..stigmasterol..28.442,Kern,1
GRMZM2G047129,Metabolite,X.6537496..chlorogenic.acid.1..26.37,LMAD,1
GRMZM2G047129,Metabolite,X.6537496..chlorogenic.acid.1..26.37,LMAN,1
GRMZM2G047139,Metabolite,X.6106..L.leucine.2..9.945,LMAN,0.0522217320451914
GRMZM2G047139,Metabolite,X.791..DL.isoleucine.2..10.225,LMAN,1
GRMZM2G047152,Metabolite,X.750..glycine..10.456..s100,Kern,1
GRMZM2G047152,Seed Traits,CobWeight,GRoot,0.00135654650332828
GRMZM2G047299,Metabolite,X.9750..citrulline.2..16.691,Kern,0.0405633713716419
GRMZM2G047299,Metabolite,X.9750..citrulline.2..16.691,L3Base,0.000133164169242805
GRMZM2G047299,Seed Traits,TotalSeedWeight,LMAN,1
GRMZM2G047365,Male Inflorescence,TasselLength,GShoot,0.000386953446720462
GRMZM2G047365,other,MainSpikeLength,GShoot,0.0918235972803227
GRMZM2G047376,Metabolite,X.439742..beta.cyano.L.alanine..11.288,L3Tip,1
GRMZM2G047376,Metabolite,X.5321342..beta.sitosterol..28.848,L3Tip,1
GRMZM2G047376,Metabolite,X.5988..Sucrose..23.988..s100,LMAD,1
GRMZM2G047376,Metabolite,X.738..L.glutamine.2..14.083,L3Tip,1
GRMZM2G047590,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,GRoot,0.00012985365322904
GRMZM2G047590,other,TasselBranchLength,LMAN,1
GRMZM2G047851,Metabolite,X.3037582..mucic.acid..18.907,GRoot,1
GRMZM2G047851,Metabolite,X.439183..3.phosphoglyceric.acid..16.504,GRoot,0.32691896827623
GRMZM2G047961,Metabolite,X.92824..D.malic.acid..12.794..s100,LMAD,1
GRMZM2G047961,Seed Traits,X20KernelWeight,LMAN,0.254185168308852
GRMZM2G047995,Metabolite,X.6106..L.leucine.2..9.945,Kern,1
GRMZM2G047995,Metabolite,X.6537496..chlorogenic.acid.1..26.37,Kern,1
GRMZM2G047995,Metabolite,X.6537496..chlorogenic.acid.2..27.18..s100,Kern,1
GRMZM2G047995,Metabolite,X.791..DL.isoleucine.2..10.225,Kern,1
GRMZM2G048210,Metabolite,X.204..allantoin.1..17.293,GShoot,1
GRMZM2G048210,Metabolite,X.5951..L.serine.2..11.174..s100,GShoot,1
GRMZM2G048210,Metabolite,X.5951..L.serine.2..11.174..s100,Kern,1
GRMZM2G048274,Metabolite,X.92824..D.malic.acid..12.794..s100,GRoot,1
GRMZM2G048274,Metabolite,X.92824..D.malic.acid..12.794..s100,GShoot,8.16791079216728e-11
GRMZM2G048363,Metabolite,X.439451..galactinol.2..26.479,L3Base,1
GRMZM2G048363,Metabolite,X.6912..xylitol..15.376,LMAD,1
GRMZM2G048411,Metabolite,X.6537496..chlorogenic.acid.1..26.37,GRoot,1
GRMZM2G048411,Metabolite,X.827..ribitol..15.66,LMAN,0.00108619467090865
GRMZM2G048644,Metabolite,X.5988..Sucrose..23.988..s100,Kern,1
GRMZM2G048644,Metabolite,X.6057..tyrosine.2..17.871,LMAN,1
GRMZM2G048703,Metabolite,X.439183..3.phosphoglyceric.acid..16.504,LMAD,1
GRMZM2G048703,Metabolite,X.5962..L.lysine.2..17.643,LMAD,1
GRMZM2G049057,Metabolite,X.439742..beta.cyano.L.alanine..11.288,GShoot,1
GRMZM2G049057,Metabolite,X.439958..D.glucose.6.phosphate.1..21.394,Kern,1
GRMZM2G049057,Metabolite,X.6262..L.ornithine.2..16.632,LMAD,0.00562735935007952
GRMZM2G049057,Seed Traits,TotalKernelNum,Kern,0.578101425372144
GRMZM2G049288,Metabolite,X.439958..D.glucose.6.phosphate.1..21.394,Kern,1
GRMZM2G049288,Metabolite,X.5321342..beta.sitosterol..28.848,L3Tip,1
GRMZM2G049536,Metabolite,X.2724705..1.6.anhydro.glucose..15.326,LMAD,1
GRMZM2G049536,Metabolite,X.6288..L.threonine.2..11.464,Kern,1
GRMZM2G049588,Metabolite,X.236..L.asparagine.2..14.984,LMAN,1
GRMZM2G049588,Metabolite,X.439742..beta.cyano.L.alanine..11.288,LMAN,0.850669095818062
GRMZM2G049588,Metabolite,X.444212..trans.aconitic.acid..15.842..s100,L3Base,1
GRMZM2G049588,Metabolite,X.5460935..turanose.1..24.81,LMAD,1
GRMZM2G049588,Metabolite,X.5962..L.lysine.2..17.643,LMAN,1
GRMZM2G049888,Metabolite,X.60961..adenosine..23.825,GShoot,1
GRMZM2G049888,Metabolite,X.6255..maltose..2..24.915,GShoot,1
GRMZM2G049895,Metabolite,X.2724705..1.6.anhydro.glucose..15.326,GRoot,1
GRMZM2G049895,other,RowQuality,L3Tip,1
GRMZM2G050166,Metabolite,X.12647..L.homoserine.2..12.359,GRoot,1
GRMZM2G050166,Metabolite,X.6508..quinic.acid..17.076..s100,L3Base,0.820059271479419
GRMZM2G050218,Metabolite,X.3037582..mucic.acid..18.907,L3Tip,1
GRMZM2G050218,Seed Traits,CobWeight,LMAD,1
GRMZM2G050309,Metabolite,X.128869..galactonic.acid.2..18.504,LMAD,1
GRMZM2G050309,other,TilleringIndex,LMAD,1
GRMZM2G050371,Metabolite,X.12647..L.homoserine.2..12.359,L3Tip,1
GRMZM2G050371,Metabolite,X.239..Beta..alanine..1..12.044,L3Tip,1
GRMZM2G051050,Metabolite,X.3037582..mucic.acid..18.907,Kern,1
GRMZM2G051050,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,LMAN,0.34698496542771
GRMZM2G051185,Metabolite,X.6537496..chlorogenic.acid.1..26.37,L3Tip,2.24088525513366e-10
GRMZM2G051185,other,StandCount,L3Tip,0.673887348181369
GRMZM2G051270,Metabolite,X.8742..shikimic.acid..16.433..s100,LMAN,1
GRMZM2G051270,other,NIRProtein,GShoot,0.55996604178051
GRMZM2G051458,Metabolite,X.239..Beta..alanine..1..12.044,L3Base,1
GRMZM2G051458,Metabolite,X.2724705..1.6.anhydro.glucose..15.326,GRoot,1
GRMZM2G051502,Metabolite,X.6255..maltose.1..24.702,L3Tip,0.335530492493341
GRMZM2G051502,Metabolite,X.6912..xylitol..15.376,LMAN,1
GRMZM2G052142,Female Inflorescence,EarRowNumber,L3Base,1
GRMZM2G052142,Metabolite,X.938..nicotinic.acid..10.27,LMAD,1
GRMZM2G052206,Flowering Time,DaystoSilk,L3Tip,1
GRMZM2G052206,Flowering Time,GDDDaystoTassel,L3Tip,0.179169196083183
GRMZM2G052206,Metabolite,X.637542..4.hydroxycinnamic.acid..17.854,Kern,1
GRMZM2G052206,Metabolite,X.9750..citrulline.2..16.691,LMAN,1
GRMZM2G052268,Metabolite,X.5460935..turanose.1..24.81,LMAD,1
GRMZM2G052268,Metabolite,X.5951..L.serine.2..11.174..s100,L3Base,1
GRMZM2G052336,Metabolite,X.439451..galactinol.2..26.479,LMAD,0.385127506559595
GRMZM2G052336,other,NumberofTilleringPlants,Kern,1
GRMZM2G052357,Metabolite,X.6537496..chlorogenic.acid.2..27.18._alt,GShoot,0.827170797831299
GRMZM2G052357,Metabolite,X.8742..shikimic.acid..16.433..s100,GShoot,1
GRMZM2G052507,Metabolite,X.3037582..mucic.acid..18.907,LMAD,2.63324446276897e-14
GRMZM2G052507,Metabolite,X.6508..quinic.acid..17.076..s100,LMAD,1.1395891207745e-09
GRMZM2G052750,Metabolite,X.938..nicotinic.acid..10.27,Kern,1
GRMZM2G052750,Seed Traits,TotalKernelVolume,L3Base,0.098401093777452
GRMZM2G053210,Metabolite,X.2724705..1.6.anhydro.glucose..15.326,LMAD,1
GRMZM2G053210,Metabolite,X.5962..L.lysine.2..17.643,LMAD,1
GRMZM2G053284,Metabolite,X.6537496..chlorogenic.acid.1..26.37,L3Base,1
GRMZM2G053284,Metabolite,X.6537496..chlorogenic.acid.2..27.18..s100,L3Base,0.00616891787830221
GRMZM2G053458,Female Inflorescence,EarRowNumber,L3Tip,1
GRMZM2G053458,Female Inflorescence,EarRowNumber,LMAD,1
GRMZM2G053458,Metabolite,X.6288..L.threonine.2..11.464,LMAD,1
GRMZM2G053554,Metabolite,X.6106..L.leucine.2..9.945,Kern,1
GRMZM2G053554,Metabolite,X.6287..L.valine.2..9.151,Kern,1
GRMZM2G053554,Metabolite,X.791..DL.isoleucine.2..10.225,Kern,1
GRMZM2G053588,Metabolite,X.3037582..mucic.acid..18.907,GShoot,1
GRMZM2G053588,Metabolite,X.6537496..chlorogenic.acid.1..26.37,Kern,1
GRMZM2G053588,Metabolite,X.8742..shikimic.acid..16.433..s100,GShoot,0.0759284625208578
GRMZM2G054152,Metabolite,X.6106..L.leucine.2..9.945,LMAD,1
GRMZM2G054152,Metabolite,X.791..DL.isoleucine.2..10.225,LMAD,1
GRMZM2G054152,Metabolite,X.938..nicotinic.acid..10.27,LMAD,1
GRMZM2G054155,Metabolite,X.239..Beta..alanine..1..12.044,GRoot,0.190859730883541
GRMZM2G054155,Metabolite,X.239..Beta..alanine..1..12.044,L3Base,0.0584539686044605
GRMZM2G054162,Metabolite,X.6508..quinic.acid..17.076..s100,LMAN,1
GRMZM2G054162,other,Spikelets.PrimaryBranch,GRoot,1
GRMZM2G054225,Flowering Time,AnthesistoSilkInterval,LMAN,0.884064400753254
GRMZM2G054225,Flowering Time,GDDAnthesis.SilkingInterval,LMAN,1
GRMZM2G054225,Metabolite,X.444266..maleic.acid..10.323,LMAD,1
GRMZM2G054225,Metabolite,X.5321342..beta.sitosterol..28.848,LMAN,0.142932351166155
GRMZM2G054354,Metabolite,X.642609..trans.caftaric.acid.2..25.529,L3Tip,1
GRMZM2G054354,Metabolite,X.642609..trans.caftaric.acid.2..25.529,LMAN,1
GRMZM2G054393,Metabolite,X.5321342..beta.sitosterol..28.848,LMAN,1
GRMZM2G054393,other,EarDiameter,Kern,1
GRMZM2G054465,Metabolite,X.2116..alpha.tocophereol..27.379,LMAN,1
GRMZM2G054465,Metabolite,X.5321515..stigmasterol..28.442,LMAD,1
GRMZM2G054559,Metabolite,X.5951..L.serine.2..11.174..s100,L3Base,1
GRMZM2G054559,Metabolite,X.6106..L.leucine.2..9.945,LMAN,1
GRMZM2G054559,Metabolite,X.6288..L.threonine.2..11.464,L3Base,1
GRMZM2G054651,Metabolite,X.5321515..stigmasterol..28.442,L3Tip,1
GRMZM2G054651,Metabolite,X.6537496..chlorogenic.acid.2..27.18..s100,Kern,0.950834266502043
GRMZM2G054678,Metabolite,X.239..Beta..alanine..1..12.044,L3Tip,0.108272269561608
GRMZM2G054678,Metabolite,X.6288..L.threonine.2..11.464,GShoot,1
GRMZM2G054678,Metabolite,X.6537496..chlorogenic.acid.1..26.37,LMAD,0.475534592653859
GRMZM2G055052,Metabolite,X.6057..tyrosine.2..17.871,LMAN,1
GRMZM2G055052,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,LMAN,1
GRMZM2G055313,Metabolite,X.311..citric.acid..16.615..s100,LMAN,1
GRMZM2G055313,Metabolite,X.439451..galactinol.2..26.479,Kern,1
GRMZM2G055437,Development,EarHeight,L3Base,0.00762103920057355
GRMZM2G055437,other,StandCount,LMAD,1
GRMZM2G055660,Metabolite,X.827..ribitol..15.66,L3Base,0.103062865415311
GRMZM2G055660,Metabolite,X.8742..shikimic.acid..16.433..s100,L3Tip,0.456836845467756
GRMZM2G055660,other,TilleringIndex,L3Tip,0.0108561280312236
GRMZM2G055880,Metabolite,X.12647..L.homoserine.2..12.359,Kern,1
GRMZM2G055880,Metabolite,X.2724705..1.6.anhydro.glucose..15.326,GRoot,1
GRMZM2G055880,Metabolite,X.6288..L.threonine.2..11.464,Kern,1
GRMZM2G055880,Metabolite,X.938..nicotinic.acid..10.27,L3Base,0.00136314287357298
GRMZM2G056068,Metabolite,X.5460935..turanose.1..24.81,GRoot,0.229723352872653
GRMZM2G056068,Metabolite,X.637542..4.hydroxycinnamic.acid..17.854,Kern,1
GRMZM2G056103,Metabolite,X.3037582..mucic.acid..18.907,LMAN,1
GRMZM2G056103,Metabolite,X.642609..trans.caftaric.acid.2..25.529,LMAN,1
GRMZM2G056143,Metabolite,X.1001..phenethylamine..13.742,GRoot,1
GRMZM2G056143,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,GShoot,1
GRMZM2G056143,Metabolite,X.3037582..mucic.acid..18.907,LMAN,1
GRMZM2G056143,other,EarDiameter,Kern,1
GRMZM2G056236,Metabolite,X.5460935..turanose.1..24.81,Kern,1
