HMP32Name	AC148152.3_FG005	GRMZM2G023325	GRMZM2G311036	GRMZM2G336824	tissue
BKN015	116.22198	0	115.33479	6.21033	GShoot
BKN018	263.29744	0	144.77034	15.5729	GShoot
BKN020	5.91966	0	80.83395	3.8784	GShoot
BKN027	3.87477	0.16847	276.79305	42.45396	GShoot
BKN032	137.91513	0	30.54065	0.64296	GShoot
BKN034	73.27706	0	8.16516	0	GShoot
CML103	40.15773	0	6.15556	0.29312	GShoot
CML133	52.89172	0	14.8758	6.06051	GShoot
CML192	215.97658	0	54.99669	4.29662	GShoot
CML202	41.29782	0	4.44344	1.82965	GShoot
CML206	337.74726	0.24368	90.89446	52.87962	GShoot
CML411	9.12102	0	13.57029	1.33478	GShoot
CML418	15.46559	0	13.60972	1.23725	GShoot
CML479	9.91474	1.04366	15.65485	39.13712	GShoot
CML504	3.43493	0	12.66631	0.42937	GShoot
CML511	10.06367	0	13.02357	3.55188	GShoot
CML84	67.05586	0	12.16039	13.89759	GShoot
CML85	268.55053	0	12.32691	0.88049	GShoot
CML96	13.46934	0	2.57924	3.1524	GShoot
KI3	135.37488	0	23.34726	0.78478	GShoot
Ms71	31.05996	0	32.83482	4.43714	GShoot
N6	9.93482	0	42.35372	4.18308	GShoot
Oh43	47.8547	0	42.98061	3.10169	GShoot
W22	46.48863	0	16.68823	0.59601	GShoot
W64A	455.18755	0	35.22285	1.54826	GShoot
33-16	0	0	0.21758	0	Kern
38-11Goodman-Buckler	0.57845	0	0	0	Kern
4226	1.52691	0	0	0	Kern
4722	0	0	0	0	Kern
A188	3.66026	0	0	0	Kern
A239	0	0	0.31422	0	Kern
A441-5	0.9756	0	0.4878	0	Kern
A556	0.28664	0	0	0	Kern
A6	0	0	0	0	Kern
A619	0	0	0	0	Kern
A632	5.29276	0	0	0	Kern
A634	2.56078	0	0	0	Kern
A635	2.8366	0	0	0	Kern
A641	0.84977	0	0.28326	0	Kern
A654	0.82203	0	1.37005	0	Kern
A659	2.62782	0	0	0	Kern
A661	9.64487	0	0	0	Kern
A679	0	0	0	0	Kern
A680	0	0	0	0	Kern
A682	2.9888	0	0	0	Kern
Ab28A	0.3414	0	0	0	Kern
B10	0	0	0.39107	0	Kern
B104	0	0	0.82836	0	Kern
B105	0	0	1.22479	0	Kern
B14A	1.10464	0	0	0	Kern
B164	0	0	0	0	Kern
B2	0.74442	0	0	0	Kern
B37	0	0	0	0	Kern
B57	0	0	0	0	Kern
B64	8.74652	0	0.67281	0.3364	Kern
B68	3.73711	0	0.31143	0.31143	Kern
B73	0	0	0.49114	0	Kern
B75	0.34821	0	0	0	Kern
B77	0	0	0	0	Kern
B79	0	0	0	0	Kern
B84	1.21386	0	0.80924	0	Kern
C103	0	0	0	0	Kern
C123	0	0	0.59212	0.29606	Kern
C49A	1.61892	0	0.40473	0	Kern
CH701-30	0	0	0	0	Kern
CH9	0.88664	0	0	0	Kern
CI187-2	0	0	0	0	Kern
CI21E	0	0	0	0	Kern
CI28AGoodman-Buckler	0	0	0	0	Kern
CI31A	0	0	0	0	Kern
CI3A	0	0	0.26032	0	Kern
CI66	0	0	0	0	Kern
CM105	2.67847	0	0	0	Kern
CM37	0	0	0.61768	0	Kern
CM7	0.32551	0	0.32551	0	Kern
CML11	0	0	0	0	Kern
CML154Q	0	0	0	0	Kern
CML157Q	1.84872	0	0	0	Kern
CML218	0	0	0	0	Kern
CML220	0.72974	0	0	0	Kern
CML228	0.39568	0	0	0	Kern
CML314	3.5567	0	0	0	Kern
CML322	0	0	0	0	Kern
CML323	0	0	0	0	Kern
CML333	0	0	0	0	Kern
CML38	0	0	0	0	Kern
CML69	0	0	0	0	Kern
CML77	0.35952	0	0	0	Kern
CML91	0.34247	0	0	0	Kern
CML92	0	0	0	0	Kern
CMV3	1.79114	0	0	0	Kern
CO106	0.30869	0	0	0	Kern
CO125	9.75029	0	0	0	Kern
CO255	2.82117	0	0	0	Kern
Ci7Goodman-Buckler	0.40782	0	0.40782	0	Kern
Ci90CGoodman-Buckler	0.38058	0	1.52233	0	Kern
Ci91BGoodman-Buckler	0	0	0	0	Kern
D940Y	5.18449	0	0	0	Kern
DE1	0.66762	0	0	0	Kern
DE811	0.62593	0	0.31296	0	Kern
E2558W	0.66373	0	0	0	Kern
EP1	0	0	0	0	Kern
F2834T	0	0	0	0	Kern
F6	0.31808	0	0.31808	0	Kern
F7	3.92817	0	0.43646	0	Kern
GA209	1.28853	0	0	0	Kern
GT112	0.31745	0	0	0	Kern
H105W	0.32442	0	0	0	Kern
H49	1.96073	0	0	0	Kern
H84	0	0	0	0	Kern
H91	0.68499	0	0	0	Kern
H95	0	0	0	0	Kern
H99	0	0	0	0	Kern
HP301	0	0	0	0	Kern
Hi27Goodman-Buckler	0.85992	0	0	0.85992	Kern
I137TN	0.92751	0	0	0	Kern
I205	0.88781	0	0	0	Kern
I29	0	0	0	0	Kern
IA2132Goodman-Buckler	0	0	0	0	Kern
IDS28	1.41335	0	0	0	Kern
IDS69	0	0	0	0	Kern
IDS91	0	0	0	0	Kern
Il101	0.33382	0	0	0	Kern
Il14H	0.56419	0	0	0	Kern
K148	0	0	0	0	Kern
K4	0.25503	0	0.51007	0	Kern
K55	0	0	0.37602	0.37602	Kern
K64	0.36297	0	0	0	Kern
KY226	0	0	0	0	Kern
KY228	0.37394	0	0	0	Kern
Ki21	0	0	0	0	Kern
Ki43	2.94234	0	0	0	Kern
Ki44	0	0	0	0	Kern
Ky21	0.53461	0	0	0	Kern
L317	0	0	0.3508	0	Kern
L578	0	0	0	0	Kern
M14	0	0	0	0	Kern
M162W	0.40903	0	0	0	Kern
M37W	3.47178	0	0	0	Kern
MEF156-55-2	3.80144	0	0	0	Kern
MO1W	1.4963	0	0	0	Kern
MS1334	0	0	0	0	Kern
MS153	0	0	0	0	Kern
Mo17	1.36852	0	0	0	Kern
Mo18W	0	0	0	0	Kern
Mo44	1.71913	0	0	0	Kern
Mo45	2.18906	0	0	0	Kern
Mo47	1.20564	0	0	0	Kern
MoG	0	0	0	0	Kern
Mp339	0	0	0.88177	0	Kern
Mt42	1.62866	0	0.54289	0	Kern
N192	0	0	0	0	Kern
N28Ht	1.83271	0	0	0	Kern
NC222	0	0	0	0	Kern
NC230	0	0	0	0	Kern
NC232	1.85842	0	0	0	Kern
NC236	1.61561	0	0	0	Kern
NC238	0	0	0	0	Kern
NC250	0	0	0	0	Kern
NC258	0	0	0	0	Kern
NC260	0.47064	0	0	0	Kern
NC262	0	0	0	0	Kern
NC264	0	0	0	0	Kern
NC290A	0	0	0	0	Kern
NC294	0	0	0	0	Kern
NC296	0	0	0	0	Kern
NC296A	0	0	0	0	Kern
NC300	0.24452	0	0	0	Kern
NC302	0	0	0	0	Kern
NC304	0.53064	0	0	0.26532	Kern
NC306	0	0	0	0	Kern
NC310	0	0	0	0	Kern
NC314	1.08906	0	0	0	Kern
NC318	0	0	0	0	Kern
NC320	0	0	0	0	Kern
NC324	0	0	0	0	Kern
NC326	0	0	0	0	Kern
NC328	0	0	0	0	Kern
NC33	0	0	0	0	Kern
NC336	0	0	3.44299	0	Kern
NC338	2.92168	0	0	0.64926	Kern
NC340	0	0	0.31552	0	Kern
NC344	0	0	0	0	Kern
NC346	0	0	0	0	Kern
NC348	0.2691	0	0	0	Kern
NC352	0	0	0	0	Kern
NC354	0.32871	0	0	0	Kern
NC356	0	0	0	0	Kern
NC358	3.19689	0	0	0	Kern
NC360	0.12483	0	0	0	Kern
NC362	0	0	0.38861	0	Kern
NC364	0	0	0	0	Kern
NC366	0.59261	0	0	0	Kern
NC368	0.28941	0	0	0.28941	Kern
ND246	4.26685	0	0	0	Kern
OH7B	5.92587	0	0.84655	0	Kern
Oh40B	0	0	0	0	Kern
Oh43E	0	0	1.50146	0	Kern
Oh603	0	0	0	0	Kern
P39Goodman-Buckler	0.53793	0	0	0.26896	Kern
Pa875	0	0	0	0	Kern
Pa880	1.07987	0	0	0	Kern
Pa91	0.24611	0	0	0	Kern
R168	1.49219	0	0	0	Kern
R177	0	0	0	0	Kern
R229	0	0	0	0	Kern
R4	0	0	0.77604	0	Kern
SA24	0.3709	0	0	0	Kern
SC55	0.29997	0	0	0	Kern
SD40	1.36019	0	0.34005	0	Kern
SD44	2.62626	0	0	0	Kern
Sg1533	1.01672	0	0	0	Kern
Sg18	2.24171	0	0	0	Kern
T232	0.43036	0	1.72143	0	Kern
T234	2.41616	0	0	0	Kern
T8	0.21462	0	0	0	Kern
Tzi11	0.47549	0	0	0	Kern
Tzi16	0.67234	0	0	0	Kern
Tzi18	1.23968	0	0	0	Kern
Tzi25	2.54624	0	0	0	Kern
Tzi9	0	0	0	0	Kern
U267Y	0.48991	0	0	0	Kern
VA102	0.55803	0	0	0	Kern
Va14	1.14207	0	0	0	Kern
Va17	0.9083	0	0	0	Kern
Va22	0	0	0	0	Kern
Va26	0	0	0	0	Kern
Va35	0.32488	0	0	0	Kern
Va59	0.54392	0	0	0	Kern
Va85	0.31605	0	0	0	Kern
Va99	0.38512	0	0	0	Kern
VaW6	0	0	0	0	Kern
W117Ht	1.67822	0	0	0	Kern
W153R	0.60668	0	0	0	Kern
W182B	7.22086	0	0	0	Kern
Wf9	0.85282	0	0	0.42641	Kern
Yu796	0	0	0	0	Kern
i1677a	0	0	0	0	Kern
A272	0.89841	0	0	0	Kern
BKN017	0.41469	0	0	0	Kern
BKN018	1.77799	0	0	0	Kern
CML103	0	0	0	0	Kern
CML330	0	0	0.26077	0	Kern
CML411	0.86292	0	0	0	Kern
CML418	0	0	0	0	Kern
CML505	0	0	0.4245	0.63675	Kern
CML84	0	0	0	0	Kern
CML85	1.43992	0	0	0	Kern
CML96	0	0	0	0	Kern
KI3	0	0	0	0	Kern
Ms71	0	0	0	0	Kern
Oh43	0	0	0	0	Kern
W22	0.39463	0	0	0	Kern
W64A	4.30747	0	0.66269	0	Kern
33-16	0	1.62371	7.30671	5.683	L3Base
38-11Goodman-Buckler	4.33499	0	1.08375	1.08375	L3Base
4226	106.57178	0.5027	8.04315	7.54046	L3Base
4722	0	0	2.26655	1.29517	L3Base
A188	0.60192	0	5.11636	2.4077	L3Base
A214NGoodman-Buckler	0.6842	0	0	8.89457	L3Base
A239	6.48434	0	1.08072	0.54036	L3Base
A441-5	14.41682	0.48056	30.75587	17.30018	L3Base
A554	8.77953	0	162.16301	29.95368	L3Base
A556	3.64934	0	27.73497	6.56881	L3Base
A6	0.77449	0	9.29393	75.12597	L3Base
A619	23.61217	0	16.82995	17.33233	L3Base
A632	0	0	0	0	L3Base
A634	0.29336	0	0	0.29336	L3Base
A635	0.4276	0	0.4276	0.4276	L3Base
A641	0	0	0	0	L3Base
A654	0	0	0.70998	0.35499	L3Base
A659	0.79488	0	0	0	L3Base
A661	5.59696	0	2.65119	2.06204	L3Base
A679	0.67112	0	0.67112	0	L3Base
A680	0	0	3.60921	2.25575	L3Base
A682	16.36886	0	12.00383	9.09381	L3Base
Ab28A	3.41758	0	1.13919	39.30222	L3Base
B103	2.0355	1.2213	40.70994	3.2568	L3Base
B105	0	0	0.47365	0	L3Base
B109	0	0	6.86744	1.30808	L3Base
B164	0.33377	0	0	0	L3Base
B2	1.95486	0	0.97743	0	L3Base
B37	0	0	1.96835	0	L3Base
B46	7.17852	0	1.0255	5.12752	L3Base
B52	0	0	1.09867	2.19734	L3Base
B57	11.63154	0.44737	55.92085	33.99988	L3Base
B64	0	0	0.33304	0.66607	L3Base
B68	0.39466	0	0.78931	1.57862	L3Base
B73	0	0.22175	3.76978	0.4435	L3Base
B75	3.8083	0	0	6.52851	L3Base
B76	0.61252	0.61252	32.46381	13.16928	L3Base
B77	0	0	13.51233	0.43588	L3Base
B79	0.61123	0	10.08535	0.30562	L3Base
B84	2.8032	0	4.2048	2.8032	L3Base
C103	130.92971	0.44686	18.76808	4.91545	L3Base
C123	0.80915	0	4.04577	3.23662	L3Base
C49A	0.28573	0	2.00011	1.42865	L3Base
CH701-30	3.70229	0	0	0	L3Base
CH9	6.27971	0	12.83246	0.54606	L3Base
CI187-2	45.65084	2.21606	1.77285	5.31854	L3Base
CI21E	0.41651	0.41651	5.83119	2.08257	L3Base
CI28AGoodman-Buckler	1.32186	0	10.04611	4.49431	L3Base
CI31A	4.91993	0	8.70449	3.40611	L3Base
CI3A	11.7471	0	0.33563	0	L3Base
CI64	38.02966	0	0.8546	26.91987	L3Base
CI66	0	0	0.23382	0	L3Base
CM105	1.35814	0	8.60152	6.79068	L3Base
CM37	0.39947	0	0.79893	0	L3Base
CM7	0	0	0.22025	0	L3Base
CML108	1.13259	0	136.75984	63.708	L3Base
CML11	1.17685	0	0	1.17685	L3Base
CML14	13.19328	1.19939	2.39878	19.78991	L3Base
CML154Q	0.25049	0	0.25049	0.75147	L3Base
CML157Q	3.99387	0	0.39939	6.39019	L3Base
CML158Q	0.57571	0	0	12.66568	L3Base
CML218	1.79554	0	0.59851	7.78069	L3Base
CML220	0.38724	0	0.77449	21.29847	L3Base
CML228	2.79398	0	1.11759	0.5588	L3Base
CML238	23.39237	0	0	10.1706	L3Base
CML247	0.94798	0	0.71099	31.75743	L3Base
CML254	10.51288	0	0.70086	2.45301	L3Base
CML258	6.93093	0.99013	0	83.17111	L3Base
CML261	0	0	2.26398	3.39598	L3Base
CML277	0	0	0	10.85639	L3Base
CML281	0.75242	0	0	0	L3Base
CML311	0.84735	0	0	0.42368	L3Base
CML314	0.81105	0	0	2.43316	L3Base
CML321	1.21645	0	0	66.90455	L3Base
CML322	1.80565	0	0	174.24544	L3Base
CML323	0.69487	0	1.62137	0.23162	L3Base
CML328	0	0	0.829	0	L3Base
CML331	0.53796	0	0.26898	4.84166	L3Base
CML332	0	0	0.49409	0	L3Base
CML333	11.44733	0	0.21199	2.75584	L3Base
CML341	0.44232	0	0	10.61568	L3Base
CML38	0	0	0.22916	0.22916	L3Base
CML45	11.39417	0	0.69056	7.25084	L3Base
CML5	0.91792	0	1.1474	7.11385	L3Base
CML61	3.34705	0	0	2.51029	L3Base
CML69	0.41786	0	25.07132	20.05705	L3Base
CML77	4.29628	0	0	0.95473	L3Base
CML91	9.08658	0	0.47824	49.25885	L3Base
CML92	0	0	0	2.1596	L3Base
CO106	0	0	0	0	L3Base
CO125	0.49579	0	1.48737	0.49579	L3Base
CO255	5.76765	0	78.44002	18.07197	L3Base
Ci7Goodman-Buckler	2.2849	0	18.27922	4.95062	L3Base
Ci90CGoodman-Buckler	0.81492	0	0	0	L3Base
Ci91BGoodman-Buckler	3.92606	0	0.8413	0	L3Base
D940Y	4.67373	0	21.24422	2.54931	L3Base
DE1	0.7007	0	4.20422	4.20422	L3Base
DE811	3.87657	0	0	3.87657	L3Base
EP1	0	0.87497	39.3738	1.74995	L3Base
F2834T	1.41528	0	0.47176	1.41528	L3Base
F6	10.29077	0	0.57171	0	L3Base
F7	26.18385	0	3.57053	32.72982	L3Base
GA209	89.46847	0	0	0	L3Base
GT112	1.21453	0	0	4.85812	L3Base
H105W	0	0	0	0	L3Base
H49	1.32257	0	3.96772	0.26451	L3Base
H91	0	0	0.50681	3.04088	L3Base
H95	6.91317	0	0.90172	0	L3Base
H99	10.60261	0	56.93997	1.96345	L3Base
HP301	0	0	12.93037	0.58774	L3Base
Hi27Goodman-Buckler	2.27761	0.7592	0	43.27462	L3Base
I137TN	21.03791	0	5.42914	2.03593	L3Base
I205	2.16089	0	3.24134	0.54022	L3Base
I29	1.88913	1.88913	31.17068	34.00438	L3Base
IA2132Goodman-Buckler	0	1.16255	15.11311	5.23146	L3Base
IDS28	0	0	3.56674	1.33753	L3Base
IDS69	0	0	1.82291	2.43054	L3Base
IDS91	0	0.27701	19.39073	4.98619	L3Base
ILLHy	0.61336	1.84008	0.30668	1.84008	L3Base
Ia5125	59.47078	0	15.1753	4.51158	L3Base
Il101	0.64005	0	1.7068	0.8534	L3Base
Il14H	0	0	0.96437	1.44655	L3Base
K148	59.58214	0	6.90281	6.5395	L3Base
K4	0.54443	0	0	1.6333	L3Base
K55	0.82651	0	0.551	0.2755	L3Base
K64	2.61849	0	5.67341	3.49133	L3Base
KY226	2.04232	0.51058	0.51058	7.65869	L3Base
KY228	3.32674	0	0.55446	0.83169	L3Base
Ki11	0	0	0.89216	0.89216	L3Base
Ki21	0	0	0	1.14761	L3Base
Ki43	2.8315	0	0.4045	1.2135	L3Base
Ki44	12.88004	0	9.36731	3.51274	L3Base
Ky21	1.25089	0	6.56716	0.31272	L3Base
L317	7.20779	0	0	0	L3Base
L578	1.70565	0	0	2.84274	L3Base
M14	0.58408	0	1.75225	0.29204	L3Base
M162W	10.96963	0	0	5.85047	L3Base
M37W	18.46763	2.46235	13.54293	1.23118	L3Base
MEF156-55-2	4.32528	0	8.03266	4.32528	L3Base
MO1W	1.90432	0	0	0.27205	L3Base
MS1334	0	0	6.87231	3.00664	L3Base
MS153	7.17957	0	0.89745	1.79489	L3Base
Mo17	35.13727	0	89.82673	38.82102	L3Base
Mo18W	6.92392	1.38478	6.92392	3.46196	L3Base
Mo24W	8.18208	0	0	0.58443	L3Base
Mo44	0.25335	0	0.50671	0	L3Base
Mo45	0.92858	0	2.32144	0.46429	L3Base
Mo46	8.66068	1.181	24.40737	1.96834	L3Base
Mo47	8.5329	0	15.78587	2.13323	L3Base
MoG	0.35129	0	4.56681	0	L3Base
Mp339	5.16217	0	0.23464	2.34644	L3Base
Mt42	0	0	26.28455	20.02632	L3Base
N192	7.01185	0	25.1258	4.96673	L3Base
N28Ht	0.62453	1.24906	6.24528	13.1151	L3Base
NC222	253.8463	0	1.43012	0	L3Base
NC230	7.71346	0	2.05692	0	L3Base
NC232	25.00564	0	9.00203	2.50056	L3Base
NC236	2.78944	0	2.09208	1.85962	L3Base
NC238	4.05488	0	0.57927	24.3293	L3Base
NC250	1.83554	0.91777	10.55438	8.25995	L3Base
NC258	19.50126	0	1.46259	0	L3Base
NC260	3.66103	0	0	14.64412	L3Base
NC262	1.01809	0	0	1.52713	L3Base
NC290A	2.25754	0	0.37626	1.88128	L3Base
NC294	0	0	2.87525	0	L3Base
NC296	1.6474	0.98844	0.65896	0.32948	L3Base
NC296A	0.76574	0.38287	0	0.38287	L3Base
NC298	2.23468	0	1.48979	1.11734	L3Base
NC300	9.67499	0	0.28456	25.32571	L3Base
NC302	9.86426	0	0	29.59278	L3Base
NC304	0.9656	0	0	24.62286	L3Base
NC306	0.27239	0	8.17164	0.81716	L3Base
NC310	0	0	0.76987	0	L3Base
NC314	2.56899	0	7.70698	0.64225	L3Base
NC318	3.49383	0.69877	0	70.57536	L3Base
NC320	1.15016	0	11.88497	3.06709	L3Base
NC324	0.46475	0	1.85901	0.46475	L3Base
NC326	0	0	2.88342	1.23575	L3Base
NC328	0.42252	0	4.2252	0	L3Base
NC33	0.42951	0	0	0	L3Base
NC336	3.52933	0.58822	0.58822	0.58822	L3Base
NC338	3.54547	0	1.77274	22.33646	L3Base
NC340	9.18421	0.35324	0	41.32894	L3Base
NC342	0	0	3.53761	0.6432	L3Base
NC344	1.0299	0	12.35884	2.05981	L3Base
NC346	1.79964	0	0	0	L3Base
NC348	1.2686	0	1.9029	3.1715	L3Base
NC350	45.02638	0	0	0	L3Base
NC352	4.52675	0	0.90535	0.60357	L3Base
NC354	2.09838	1.25903	0.41968	0.41968	L3Base
NC356	1.22833	0	0	0	L3Base
NC358	2.14212	0	0	7.14039	L3Base
NC360	5.92028	1.11005	83.2539	24.79116	L3Base
NC362	1.01924	0	11.72123	1.52886	L3Base
NC364	2.88036	0	18.4343	0	L3Base
NC366	0.33035	0	1.98212	10.90166	L3Base
NC368	8.45102	0	10.79852	0.939	L3Base
ND246	0.67432	0	1.34865	2.6973	L3Base
OH7B	1.4123	0	1.4123	2.11845	L3Base
Oh40B	0	0	0	0	L3Base
Oh43E	0	0	1.90558	0.38112	L3Base
Oh603	7.92137	0	0.44008	14.52251	L3Base
Os420	2.09373	0	2.39284	0	L3Base
P39Goodman-Buckler	28.91182	0.70517	4.58358	7.05166	L3Base
Pa762	12.30175	0	0.91124	0	L3Base
Pa880	1.28366	0	0.42789	29.09633	L3Base
Pa91	0.23315	0	0	0	L3Base
R168	11.10332	0	6.40576	0	L3Base
R177	17.45757	1.85719	79.85909	24.14345	L3Base
R229	0.98972	0	0	0.49486	L3Base
R4	2.68673	0	9.97928	4.60582	L3Base
SA24	0.89212	0	3.56846	1.78423	L3Base
SC213R	4.37085	0	0.43709	12.23838	L3Base
SC55	5.62373	0	0.46864	2.81186	L3Base
SD40	0.73749	0	9.95609	1.47498	L3Base
SD44	0.81008	0	2.0252	0.40504	L3Base
Sg1533	3.84943	0	0	0.64157	L3Base
Sg18	0.46248	0	1.84991	0	L3Base
T232	14.42486	0	0.57699	0.57699	L3Base
T234	0.28293	0	0.84879	0	L3Base
T8	7.11366	0.79041	67.1846	16.59855	L3Base
Tx303	0.46589	0	3.26121	9.31775	L3Base
Tzi11	0.9288	0	0	1.8576	L3Base
Tzi16	0.50318	0	0.50318	8.55404	L3Base
Tzi18	37.13534	0	1.09222	126.69703	L3Base
Tzi25	0	0	0	1.00858	L3Base
Tzi9	1.20702	0	0	6.43743	L3Base
U267Y	0.9956	0	0	0.9956	L3Base
VA102	23.26267	0	23.87485	20.50788	L3Base
Va14	15.56126	0.37954	41.37019	12.14538	L3Base
Va17	43.07044	0	58.78533	6.40236	L3Base
Va22	8.96092	0	4.2671	0.85342	L3Base
Va26	0.3768	0	1.50721	0.3768	L3Base
Va35	40.275	0	89.82194	39.40575	L3Base
Va59	87.62019	0	9.50098	2.63916	L3Base
Va85	0	0	0	0	L3Base
Va99	43.46542	0	6.20935	0	L3Base
VaW6	0.34441	0	1.72207	0.68883	L3Base
W117Ht	0	0.32401	9.39643	0	L3Base
W153R	32.944	0	23.572	13.916	L3Base
W182B	0.6958	0	0.3479	0.3479	L3Base
Wf9	0.55351	0	5.81186	0	L3Base
Yu796	0	0	10.55174	19.59609	L3Base
i1677a	12.35152	0	0.58817	1.7645	L3Base
B97	0	0	1.02109	0	L3Base
BKN017	1.2433	0	8.3479	3.5523	L3Base
BKN018	2.24089	0	0	0.89636	L3Base
CML103	0	0	0	0	L3Base
CML206	0.57259	0	1.14518	6.29851	L3Base
CML330	1.13139	0	0	0	L3Base
CML411	6.04588	0.35564	0.35564	33.43016	L3Base
CML418	0.32215	0	0.32215	5.1544	L3Base
CML504	0	0	0.29647	2.66823	L3Base
CML505	4.75742	0	0.2643	1.58581	L3Base
CML511	0.88082	0	0.88082	0.44041	L3Base
CML84	7.93723	0	3.60783	115.45063	L3Base
CML85	0.85153	0	0	2.27075	L3Base
CML96	0	0	0	0	L3Base
KI3	1.98142	0	0	0	L3Base
Ms71	0	0	2.27417	0	L3Base
N6	0.26075	0	1.82526	1.04301	L3Base
W22	1.93135	0	0	3.8627	L3Base
W64A	18.71681	0	1.47764	1.97019	L3Base
33-16	0	0	0	0	L3Tip
38-11Goodman-Buckler	3.71603	0	1.06172	0	L3Tip
4226	17.26883	0	0	0.82233	L3Tip
4722	0	0	0	0	L3Tip
A188	0.48777	0	0	0	L3Tip
A214NGoodman-Buckler	0	0	0	15.90292	L3Tip
A239	4.55385	0	0	0	L3Tip
A441-5	0.81417	0	0	0	L3Tip
A556	1.12842	0	2.25683	3.94946	L3Tip
A6	0	0	0	2.76912	L3Tip
A632	0	0	0	38.88635	L3Tip
A654	0	0	0	0	L3Tip
A659	0.86202	0	0	0	L3Tip
A661	0	0	0	0	L3Tip
A679	0.85557	0	0	0.85557	L3Tip
A680	3.57094	0	5.95157	0	L3Tip
A682	0	1.08792	0	10.87921	L3Tip
Ab28A	2.95683	0	0	2.95683	L3Tip
B10	0	0	0	10.1505	L3Tip
B103	0	0	0.4338	0	L3Tip
B105	0	0	0	0	L3Tip
B109	0	0.32556	40.36924	3.9067	L3Tip
B14A	0	0.89914	1.79828	49.45272	L3Tip
B164	0	0	0	0.31047	L3Tip
B2	0	0	0	0	L3Tip
B37	0	0	0	0	L3Tip
B46	0.74926	0	0	5.24484	L3Tip
B52	3.41354	1.70677	0.85339	0	L3Tip
B57	0	0	0.66268	0.66268	L3Tip
B64	1.18866	5.94329	0	421.97345	L3Tip
B68	0	0	0	23.78115	L3Tip
B73	0	0	0	2.26115	L3Tip
B75	6.23828	0	0	0	L3Tip
B76	0	0	0	0	L3Tip
B77	2.10642	0	0	0	L3Tip
B79	0	0	1.04749	1.04749	L3Tip
B84	0	0	4.47036	5.96047	L3Tip
C103	8.33058	0	0	0	L3Tip
C123	0	0	1.04463	2.08927	L3Tip
C49A	0	0	0	0	L3Tip
CH701-30	0.96753	0	0	0.48377	L3Tip
CH9	0	0.64241	0	0.64241	L3Tip
CI187-2	15.34696	0	0	3.61105	L3Tip
CI21E	0	0	0	2.69748	L3Tip
CI28AGoodman-Buckler	1.45608	0	0.97072	6.79505	L3Tip
CI31A	0	0	0	0	L3Tip
CI3A	1.41497	0	0	1.41497	L3Tip
CI64	0	0	0	29.89178	L3Tip
CI66	0	0	0.74952	4.49714	L3Tip
CM105	0	0	0	0	L3Tip
CM37	3.65493	0	3.65493	6.09155	L3Tip
CM7	2.32866	0.58217	0	2.32866	L3Tip
CML108	0	0	0	3.48722	L3Tip
CML11	0	0	0	1.53469	L3Tip
CML14	0.93763	0	0	0	L3Tip
CML154Q	0	0	0	9.57378	L3Tip
CML157Q	16.83939	0	0.67358	8.75648	L3Tip
CML158Q	4.42432	0	0	0	L3Tip
CML218	0.47789	0	0	3.3452	L3Tip
CML220	0	0	1.12516	2.25033	L3Tip
CML228	6.3376	0	0	0	L3Tip
CML238	0	0	0	9.16407	L3Tip
CML247	0	0	0	0.71758	L3Tip
CML254	0.92033	0	1.84065	0.92033	L3Tip
CML258	4.46083	0	0	1.48694	L3Tip
CML261	0	0	1.5168	2.02239	L3Tip
CML277	1.23865	0	0	1.23865	L3Tip
CML281	2.06613	0	0	0	L3Tip
CML311	2.54062	0	5.08124	11.68685	L3Tip
CML314	2.80177	0	1.40089	0	L3Tip
CML321	0.40944	0	0	6.14155	L3Tip
CML322	0.45357	0	0	6.80348	L3Tip
CML323	0	0	0	0	L3Tip
CML328	0	0	0	0	L3Tip
CML331	0	0	0.70935	0	L3Tip
CML332	0	0	0	0	L3Tip
CML333	0	0	0	0	L3Tip
CML341	0.84274	0	0.84274	0.84274	L3Tip
CML38	0	0	0.90397	13.55958	L3Tip
CML45	2.4537	0	0	0.98148	L3Tip
CML5	12.00825	0	0	6.00412	L3Tip
CML61	0	0	0	3.26772	L3Tip
CML69	0	0	0	1.95739	L3Tip
CML77	0	0	0	0	L3Tip
CML91	4.27293	0	0	28.20133	L3Tip
CML92	0	0	0	6.3256	L3Tip
CMV3	0	0.68472	0	0	L3Tip
CO106	0	0	0	0	L3Tip
CO125	0.84735	0	0	0	L3Tip
CO255	0	0	1.30509	0	L3Tip
Ci7Goodman-Buckler	0	0	0	0	L3Tip
Ci90CGoodman-Buckler	0	0	0.93731	0	L3Tip
Ci91BGoodman-Buckler	12.85674	0	0	1.11798	L3Tip
D940Y	2.60532	0	0.52106	0.52106	L3Tip
DE1	2.61364	0.65341	0.65341	1.96023	L3Tip
DE811	0	0	0	7.05359	L3Tip
E2558W	1.65549	0	0	0	L3Tip
EP1	0	0.73791	2.21372	0	L3Tip
F2834T	0	0	0	0	L3Tip
F6	1.63844	0	0	0.81922	L3Tip
F7	0	0	0.70618	9.18039	L3Tip
GA209	1.93622	0	0	4.51785	L3Tip
GT112	0	0	1.3685	2.737	L3Tip
H105W	16.86055	0.62446	0.62446	4.37125	L3Tip
H49	0.98207	0	0	0	L3Tip
H84	0	0	0	0	L3Tip
H91	0	0.79371	0	28.57373	L3Tip
H95	0	0	0	0	L3Tip
H99	0	0	1.88653	0.94327	L3Tip
