id,category,trait,tissue,padj
GRMZM2G031568,Metabolite,X.6537496..chlorogenic.acid.2..27.18..s100,L3Tip,1
GRMZM2G031568,Metabolite,X.938..nicotinic.acid..10.27,L3Tip,1
GRMZM2G031825,Metabolite,X.6255..maltose.1..24.702,LMAD,1
GRMZM2G031825,Metabolite,X.642609..trans.caftaric.acid.2..25.529,Kern,1
GRMZM2G031825,Metabolite,X.642609..trans.caftaric.acid.2..25.529,L3Base,5.73703428763395e-05
GRMZM2G031825,Metabolite,X.835..dehydroascorbic.acid..1..16.863,LMAD,1
GRMZM2G031904,Flowering Time,DaystoSilk,GShoot,1
GRMZM2G031904,Flowering Time,GDDDaystoSilk,L3Base,0.958490977201194
GRMZM2G031904,Flowering Time,GDDDaystoTassel,L3Base,1
GRMZM2G031917,Metabolite,X.5460935..turanose.1..24.81,L3Base,1
GRMZM2G031917,other,TilleringIndex,GShoot,0.000289794604697136
GRMZM2G031917,other,TilleringIndex,Kern,0.683338596486046
GRMZM2G031917,Seed Traits,TotalKernelVolume,GShoot,0.206352517595327
GRMZM2G032132,Metabolite,X.5460673..D.saccharic.acid..18.614,Kern,0.0718466925090702
GRMZM2G032132,Metabolite,X.750..glycine..10.456..s100,LMAD,1
GRMZM2G032218,Flowering Time,DaystoSilk,LMAD,1
GRMZM2G032218,Flowering Time,DaysToTassel,LMAD,1
GRMZM2G032222,Male Inflorescence,TasselLength,Kern,1
GRMZM2G032222,other,MainSpikeLength,Kern,0.994954097807023
GRMZM2G032280,Metabolite,X.1060..pyruvic.acid..6.714,Kern,1
GRMZM2G032280,Metabolite,X.51..alpha.ketoglutaric.acid..13.859,Kern,1
GRMZM2G032348,Metabolite,X.2116..alpha.tocophereol..27.379,L3Tip,0.845238908359171
GRMZM2G032348,Metabolite,X.5321342..beta.sitosterol..28.848,L3Tip,0.000105828027707755
GRMZM2G032348,other,NIROil,GRoot,1
GRMZM2G032475,Metabolite,X.2116..alpha.tocophereol..27.379,L3Base,1
GRMZM2G032475,Metabolite,X.971..oxalic.acid..7.883,LMAD,1
GRMZM2G032562,Development,EarHeight,GRoot,0.00250377448671912
GRMZM2G032562,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,L3Tip,1
GRMZM2G032977,Female Inflorescence,CobDiameter,GShoot,1.88968480823171e-05
GRMZM2G032977,other,EarDiameter,GShoot,0.446587869822513
GRMZM2G033219,Flowering Time,DaystoSilk,LMAN,1
GRMZM2G033219,Metabolite,X.5962..L.lysine.2..17.643,L3Base,1
GRMZM2G033413,Metabolite,X.51..alpha.ketoglutaric.acid..13.859,LMAD,1
GRMZM2G033413,Metabolite,X.5460407..threonic.acid..13.652,LMAD,1
GRMZM2G033413,Metabolite,X.738..L.glutamine.2..14.083,L3Tip,0.415745680324346
GRMZM2G033649,Metabolite,X.439194..glyceric.acid..10.735,LMAN,1
GRMZM2G033649,Metabolite,X.791..DL.isoleucine.2..10.225,LMAD,1
GRMZM2G033694,Flowering Time,AnthesistoSilkInterval,GRoot,1
GRMZM2G033694,other,StandCount,LMAD,1
GRMZM2G033746,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,L3Tip,1
GRMZM2G033746,Metabolite,X.239..Beta..alanine..1..12.044,L3Tip,0.368527624227284
GRMZM2G033867,Metabolite,X.239..Beta..alanine..1..12.044,LMAD,1
GRMZM2G033867,Seed Traits,TotalKernelVolume,Kern,0.650177703576956
GRMZM2G034005,Metabolite,X.5460935..turanose.1..24.81,GShoot,1
GRMZM2G034005,Metabolite,X.5460935..turanose.1..24.81,L3Base,1
GRMZM2G034069,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,GRoot,5.62998536679515e-10
GRMZM2G034069,other,RowQuality,GRoot,0.0130705710332824
GRMZM2G034217,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,L3Base,1
GRMZM2G034217,Metabolite,X.2116..alpha.tocophereol..27.379,L3Base,1
GRMZM2G034217,Metabolite,X.3037582..mucic.acid..18.907,L3Tip,1
GRMZM2G034372,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,LMAD,1
GRMZM2G034372,Metabolite,X.6537496..chlorogenic.acid.1..26.37,GRoot,0.0175499122813902
GRMZM2G034372,other,NumberofTilleringPlants,L3Base,2.09603701595285e-06
GRMZM2G034471,Metabolite,X.3037582..mucic.acid..18.907,L3Tip,8.33135516131733e-09
GRMZM2G034471,Metabolite,X.5460407..threonic.acid..13.652,L3Tip,1
GRMZM2G034508,Metabolite,X.128869..galactonic.acid.2..18.504,LMAD,1
GRMZM2G034508,Metabolite,X.6106..L.leucine.2..9.945,LMAD,1
GRMZM2G034804,Metabolite,X.311..citric.acid..16.615..s100,L3Tip,1
GRMZM2G034804,other,NIRProtein,L3Tip,1
GRMZM2G034848,Metabolite,X.700..ethanolamine..9.879,GShoot,1
GRMZM2G034848,Metabolite,X.700..ethanolamine..9.879,L3Base,1
GRMZM2G035092,Flowering Time,GDDDaystoTassel,L3Base,0.36160400291934
GRMZM2G035092,Metabolite,X.5962..L.lysine.2..17.643,L3Base,1
GRMZM2G035092,Metabolite,X.9750..citrulline.2..16.691,GRoot,0.00756947755783033
GRMZM2G035128,Metabolite,X.3037582..mucic.acid..18.907,L3Tip,1
GRMZM2G035128,Metabolite,X.892..myo.inositol..19.354..s100,L3Tip,1
GRMZM2G035134,Metabolite,X.5988..Sucrose..23.988..s100,L3Tip,1
GRMZM2G035134,Metabolite,X.738..L.glutamine.2..14.083,L3Tip,1
GRMZM2G035134,Metabolite,X.938..nicotinic.acid..10.27,L3Tip,1
GRMZM2G035222,Metabolite,X.6537496..chlorogenic.acid.1..26.37,GShoot,1
GRMZM2G035222,Seed Traits,CobWeight,LMAN,1
GRMZM2G035248,Metabolite,X.204..allantoin.1..17.293,LMAD,1
GRMZM2G035248,Metabolite,X.439742..beta.cyano.L.alanine..11.288,LMAD,1
GRMZM2G035248,Metabolite,X.5460673..D.saccharic.acid..18.614,LMAD,1
GRMZM2G035248,Metabolite,X.5951..L.serine.2..11.174..s100,LMAD,1
GRMZM2G035421,Metabolite,X.239..Beta..alanine..1..12.044,LMAN,1
GRMZM2G035421,Metabolite,X.8742..shikimic.acid..16.433..s100,LMAD,1
GRMZM2G035430,Metabolite,X.439742..beta.cyano.L.alanine..11.288,GRoot,0.360321533901933
GRMZM2G035430,Metabolite,X.5460407..threonic.acid..13.652,GRoot,0.0688544682521477
GRMZM2G035502,Metabolite,X.12647..L.homoserine.2..12.359,L3Base,0.581518665669087
GRMZM2G035502,Metabolite,X.738..L.glutamine.2..14.083,L3Base,0.130427367288947
GRMZM2G035502,other,SeedSetLength,L3Tip,0.241081863611048
GRMZM2G035502,Seed Traits,CobWeight,L3Tip,0.965604372871736
GRMZM2G035542,Metabolite,X.6262..L.ornithine.2..16.632,GRoot,1
GRMZM2G035542,Metabolite,X.9750..citrulline.2..16.691,GRoot,1
GRMZM2G035552,Metabolite,X.239..Beta..alanine..1..12.044,L3Tip,1
GRMZM2G035552,Metabolite,X.8742..shikimic.acid..16.433..s100,LMAD,1
GRMZM2G035574,Female Inflorescence,EarRankNumber,GRoot,0.19412644428304
GRMZM2G035574,Metabolite,X.6912..xylitol..15.376,L3Base,1
GRMZM2G035574,other,StandCount,Kern,0.395120905179794
GRMZM2G035664,Female Inflorescence,EarRowNumber,LMAN,0.530795809971714
GRMZM2G035664,Flowering Time,DaystoSilk,GShoot,0.181230577407411
GRMZM2G035664,other,Spikelets.MainSpike,Kern,0.0242315407034663
GRMZM2G035664,other,Spikelets.MainSpike,L3Base,0.709077811867392
GRMZM2G035719,Metabolite,X.2724705..1.6.anhydro.glucose..15.326,Kern,1
GRMZM2G035719,Metabolite,X.60961..adenosine..23.825,L3Tip,1
GRMZM2G035899,Metabolite,X.892..myo.inositol..19.354..s100,L3Base,1
GRMZM2G035899,other,Spikelets.MainSpike,L3Tip,0.214996543413076
GRMZM2G035933,Metabolite,X.1549111..caffeic.acid..19.755,GShoot,1
GRMZM2G035933,Metabolite,X.439194..glyceric.acid..10.735,LMAN,1
GRMZM2G035933,Metabolite,X.444266..maleic.acid..10.323,GRoot,9.29655986272593e-05
GRMZM2G035933,Metabolite,X.9750..citrulline.2..16.691,GRoot,1
GRMZM2G035944,Female Inflorescence,EarRowNumber,Kern,1
GRMZM2G035944,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,L3Base,0.0633490747317307
GRMZM2G035997,other,SeedSetLength,GRoot,0.301380513427026
GRMZM2G035997,other,SeedSetLength,GShoot,0.0834990127470701
GRMZM2G036050,Male Inflorescence,TasselLength,L3Tip,0.00133446968156958
GRMZM2G036050,Metabolite,X.3037582..mucic.acid..18.907,L3Tip,1
GRMZM2G036050,Metabolite,X.6287..L.valine.2..9.151,Kern,1
GRMZM2G036070,Female Inflorescence,EarRowNumber,LMAN,1
GRMZM2G036070,Male Inflorescence,TasselLength,Kern,0.0565527068448501
GRMZM2G036070,other,MainSpikeLength,Kern,0.700903745477055
GRMZM2G036245,Metabolite,X.6287..L.valine.2..9.151,LMAN,1
GRMZM2G036245,Metabolite,X.791..DL.isoleucine.2..10.225,LMAN,1
GRMZM2G036502,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,L3Tip,1
GRMZM2G036502,Metabolite,X.12647..L.homoserine.2..12.359,L3Tip,1
GRMZM2G036502,Metabolite,X.239..Beta..alanine..1..12.044,L3Tip,1
GRMZM2G036640,Flowering Time,AnthesistoSilkInterval,GRoot,1
GRMZM2G036640,Flowering Time,AnthesistoSilkInterval,GShoot,1
GRMZM2G036916,Metabolite,X.1549111..caffeic.acid..19.755,L3Tip,0.634850772647115
GRMZM2G036916,Metabolite,X.738..L.glutamine.2..14.083,L3Tip,0.000124624571010479
GRMZM2G036980,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,L3Base,1
GRMZM2G036980,Metabolite,X.12647..L.homoserine.2..12.359,L3Base,1
GRMZM2G036980,Metabolite,X.239..Beta..alanine..1..12.044,L3Base,1
GRMZM2G036980,Metabolite,X.33032..L.glutamic.acid.3..dehydrated...13.232..s100,L3Base,1
GRMZM2G036980,Metabolite,X.439242..Raffinose..29.282,L3Base,1
GRMZM2G036980,Metabolite,X.5321342..beta.sitosterol..28.848,L3Base,1
GRMZM2G036980,Metabolite,X.5460673..D.saccharic.acid..18.614,L3Base,1
GRMZM2G036980,Metabolite,X.5951..L.serine.2..11.174..s100,L3Base,0.469204656203137
GRMZM2G036980,Metabolite,X.5960..aspartic.acid.2..13.207,L3Base,0.979817372239857
GRMZM2G036980,Metabolite,X.60961..adenosine..23.825,L3Base,1
GRMZM2G036980,Metabolite,X.6288..L.threonine.2..11.464,L3Base,0.720284600256458
GRMZM2G036980,Metabolite,X.6288..L.threonine.2..11.464,L3Tip,1
GRMZM2G036980,Metabolite,X.754..glycerol.1.phosphate..16.056,L3Base,1
GRMZM2G037128,Female Inflorescence,EarRankNumber,L3Tip,1
GRMZM2G037128,other,TilleringIndex,L3Tip,1
GRMZM2G037128,Seed Traits,CobWeight,L3Tip,0.965604372871736
GRMZM2G037265,Metabolite,X.439451..galactinol.2..26.479,GShoot,1
GRMZM2G037265,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,LMAN,1
GRMZM2G037265,Seed Traits,TotalSeedWeight,GShoot,0.197048556175896
GRMZM2G037335,Male Inflorescence,TasselLength,LMAD,0.912054047830706
GRMZM2G037335,Metabolite,X.2116..alpha.tocophereol..27.379,L3Base,1
GRMZM2G037335,other,TasselBranchLength,LMAD,1
GRMZM2G037617,Metabolite,X.439194..glyceric.acid..10.735,LMAN,1
GRMZM2G037617,Metabolite,X.5460935..turanose.1..24.81,L3Base,0.00520832446261643
GRMZM2G037617,other,TilleringIndex,LMAD,0.991810814510629
GRMZM2G037624,Metabolite,X.5962..L.lysine.2..17.643,L3Base,1
GRMZM2G037624,other,TasselBranchLength,GRoot,0.00650508764926805
GRMZM2G037627,Development,EarHeight,GShoot,6.13828872175759e-08
GRMZM2G037627,Development,PlantHeight,GShoot,0.078464629466023
GRMZM2G037627,Male Inflorescence,TasselLength,Kern,0.0729153774469218
GRMZM2G037627,other,MainSpikeLength,Kern,0.13357468087713
GRMZM2G037743,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,GShoot,1
GRMZM2G037743,other,SeedSetLength,GShoot,0.513548789614844
GRMZM2G038281,Metabolite,X.5460935..turanose.1..24.81,L3Base,1
GRMZM2G038281,Metabolite,X.6287..L.valine.2..9.151,GShoot,1
GRMZM2G038388,Flowering Time,GDDAnthesis.SilkingInterval,LMAN,0.806263000998607
GRMZM2G038388,Metabolite,X.835..dehydroascorbic.acid..1..16.863,LMAD,1
GRMZM2G038485,Leaf Morphology,LeafLength,L3Tip,0.849456420532101
GRMZM2G038485,Metabolite,X.1549111..caffeic.acid..19.755,L3Tip,1
GRMZM2G038598,Leaf Morphology,UpperLeafAngle,Kern,0.00256033217375884
GRMZM2G038598,Metabolite,X.444972..fumaric.acid..10.94,L3Base,1
GRMZM2G038851,Metabolite,X.439242..Raffinose..29.282,LMAD,1
GRMZM2G038851,Metabolite,X.8742..shikimic.acid..16.433..s100,LMAD,1
GRMZM2G039106,Metabolite,X.754..glycerol.1.phosphate..16.056,GRoot,1
GRMZM2G039106,other,NIROil,LMAD,1
GRMZM2G039263,Female Inflorescence,EarRowNumber,L3Tip,0.0106789919136823
GRMZM2G039263,Metabolite,X.311..citric.acid..16.615..s100,L3Tip,1
GRMZM2G039278,Metabolite,X.938..nicotinic.acid..10.27,L3Tip,1
GRMZM2G039278,other,StandCount,GShoot,0.00253648468087953
GRMZM2G039542,Metabolite,X.439194..glyceric.acid..10.735,L3Base,0.696000493814988
GRMZM2G039542,Metabolite,X.448388..D.allose.1..17.278,Kern,0.015862155372196
GRMZM2G039811,Metabolite,X.128869..galactonic.acid.2..18.504,Kern,0.824297898544079
GRMZM2G039811,Metabolite,X.5460935..turanose.1..24.81,GShoot,1
GRMZM2G039889,other,NIRProtein,L3Tip,0.0916745203188611
GRMZM2G039889,other,TasselBranchLength,L3Tip,1
GRMZM2G039968,Flowering Time,AnthesistoSilkInterval,GRoot,2.12812700794984e-08
GRMZM2G039968,Metabolite,X.738..L.glutamine.2..14.083,L3Base,1
GRMZM2G039993,Leaf Morphology,UpperLeafAngle,LMAD,1
GRMZM2G039993,Metabolite,X.827..ribitol..15.66,LMAN,1
GRMZM2G040094,Female Inflorescence,CobDiameter,L3Base,0.201186417661945
GRMZM2G040094,Metabolite,X.6255..maltose..2..24.915,Kern,1
GRMZM2G040207,Flowering Time,DaystoSilk,LMAN,1
GRMZM2G040207,Flowering Time,GDDDaystoTassel,LMAN,0.0192310736626797
GRMZM2G040209,Metabolite,X.5321515..stigmasterol..28.442,GShoot,1
GRMZM2G040209,other,NIROil,LMAD,0.0421394547246348
GRMZM2G040247,Metabolite,X.239..Beta..alanine..1..12.044,L3Tip,1
GRMZM2G040247,other,Spikelets.PrimaryBranch,LMAD,1
GRMZM2G040278,Metabolite,X.60961..adenosine..23.825,L3Base,4.42361001606884e-07
GRMZM2G040278,Seed Traits,TotalKernelNum,L3Base,0.000735533769284924
GRMZM2G040382,Metabolite,X.6255..maltose.1..24.702,L3Tip,1
GRMZM2G040382,Metabolite,X.700..ethanolamine..9.879,GRoot,1
GRMZM2G040382,Metabolite,X.700..ethanolamine..9.879,GShoot,1
GRMZM2G040387,Metabolite,X.5960..aspartic.acid.2..13.207,GShoot,1
GRMZM2G040387,Metabolite,X.5962..L.lysine.2..17.643,L3Base,1
GRMZM2G040453,Metabolite,X.6057..tyrosine.2..17.871,Kern,1
GRMZM2G040453,Metabolite,X.938..nicotinic.acid..10.27,L3Tip,0.342279687219377
GRMZM2G040508,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,L3Tip,1
GRMZM2G040508,Metabolite,X.239..Beta..alanine..1..12.044,L3Tip,1
GRMZM2G040515,Metabolite,X.938..nicotinic.acid..10.27,L3Tip,1
GRMZM2G040515,Metabolite,X.938..nicotinic.acid..10.27,LMAN,1
GRMZM2G040613,Metabolite,X.2116..alpha.tocophereol..27.379,L3Base,1
GRMZM2G040613,Metabolite,X.5460935..turanose.1..24.81,L3Base,1
GRMZM2G040689,Metabolite,X.6106..L.leucine.2..9.945,LMAN,1
GRMZM2G040689,Metabolite,X.6262..L.ornithine.2..16.632,LMAN,1
GRMZM2G040689,Metabolite,X.738..L.glutamine.2..14.083,LMAN,1
GRMZM2G040689,Metabolite,X.791..DL.isoleucine.2..10.225,LMAN,1
GRMZM2G040728,Metabolite,X.6508..quinic.acid..17.076..s100,LMAD,1
GRMZM2G040728,Metabolite,X.8742..shikimic.acid..16.433..s100,LMAD,1
GRMZM2G040881,Female Inflorescence,CobDiameter,L3Base,0.297141304968956
GRMZM2G040881,Metabolite,X.92824..D.malic.acid..12.794..s100,LMAD,1
GRMZM2G040954,Metabolite,X.128869..galactonic.acid.2..18.504,L3Tip,0.444096298575709
GRMZM2G040954,Metabolite,X.5460407..threonic.acid..13.652,Kern,1
GRMZM2G041127,Metabolite,X.5280450..linoleic.acid..20.399,Kern,1
GRMZM2G041127,other,Spikelets.PrimaryBranch,LMAD,1
GRMZM2G041418,Metabolite,X.6262..L.ornithine.2..16.632,LMAN,4.23667190068144e-05
GRMZM2G041418,Metabolite,X.9750..citrulline.2..16.691,LMAN,0.000392782991743168
GRMZM2G041518,Metabolite,X.1001..phenethylamine..13.742,Kern,1
GRMZM2G041518,Metabolite,X.12647..L.homoserine.2..12.359,L3Tip,1
GRMZM2G041518,Metabolite,X.738..L.glutamine.2..14.083,L3Tip,1
GRMZM2G041701,Metabolite,X.12647..L.homoserine.2..12.359,LMAD,1
GRMZM2G041701,Metabolite,X.239..Beta..alanine..1..12.044,LMAD,1
GRMZM2G041701,Metabolite,X.6262..L.ornithine.2..16.632,LMAN,0.121060299553502
GRMZM2G041701,Metabolite,X.6288..L.threonine.2..11.464,LMAD,1
GRMZM2G041701,Metabolite,X.9750..citrulline.2..16.691,LMAN,1
GRMZM2G041989,Metabolite,X.2724705..1.6.anhydro.glucose..15.326,GRoot,0.375302892281265
GRMZM2G041989,Metabolite,X.311..citric.acid..16.615..s100,L3Tip,1
GRMZM2G042089,Metabolite,X.444972..fumaric.acid..10.94,L3Tip,1
GRMZM2G042089,Metabolite,X.92824..D.malic.acid..12.794..s100,L3Tip,0.16053256421518
GRMZM2G042171,Metabolite,X.6508..quinic.acid..17.076..s100,L3Tip,0.000489452151315462
GRMZM2G042171,Metabolite,X.6912..xylitol..15.376,L3Tip,1
GRMZM2G042181,Metabolite,X.60961..adenosine..23.825,Kern,1
GRMZM2G042181,Seed Traits,TotalKernelVolume,Kern,0.43690762228572
GRMZM2G042245,Female Inflorescence,EarRowNumber,LMAN,0.0935751839299235
GRMZM2G042245,Flowering Time,DaystoSilk,Kern,0.734768222482636
GRMZM2G042245,Flowering Time,GDDDaystoSilk,Kern,0.587814577986109
GRMZM2G042295,Metabolite,X.2724705..1.6.anhydro.glucose..15.326,L3Tip,7.08415526240458e-08
GRMZM2G042295,Metabolite,X.444266..maleic.acid..10.323,GRoot,1
GRMZM2G042438,Metabolite,X.6255..maltose.1..24.702,L3Base,0.000220904126243315
GRMZM2G042438,Metabolite,X.6255..maltose.1..24.702,L3Tip,1
GRMZM2G042438,Metabolite,X.6255..maltose.1..24.702,LMAD,1
GRMZM2G042660,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,L3Base,1
GRMZM2G042660,Metabolite,X.642609..trans.caftaric.acid.2..25.529,L3Base,1
GRMZM2G042704,Male Inflorescence,TasselPrimaryBranches,L3Base,0.012258261542144
GRMZM2G042704,Male Inflorescence,TasselPrimaryBranches,LMAN,0.829587436344863
GRMZM2G042704,Metabolite,X.6057..tyrosine.2..17.871,Kern,1
GRMZM2G042704,Metabolite,X.750..glycine..10.456..s100,GShoot,1
GRMZM2G042704,Metabolite,X.938..nicotinic.acid..10.27,LMAD,1
GRMZM2G042838,Metabolite,X.6255..maltose.1..24.702,LMAD,1
GRMZM2G042838,Metabolite,X.6508..quinic.acid..17.076..s100,L3Tip,1
GRMZM2G042838,Metabolite,X.8742..shikimic.acid..16.433..s100,LMAD,1
GRMZM2G042855,Metabolite,X.12647..L.homoserine.2..12.359,L3Tip,5.79533243993957e-05
GRMZM2G042855,Metabolite,X.6287..L.valine.2..9.151,L3Tip,0.0229848091867642
GRMZM2G042855,Metabolite,X.738..L.glutamine.2..14.083,L3Tip,0.945723395898155
GRMZM2G042893,Metabolite,X.5460673..D.saccharic.acid..18.614,L3Tip,1
GRMZM2G042893,other,TasselBranchLength,LMAD,0.445260473519013
GRMZM2G042981,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,GShoot,0.0962695543114753
GRMZM2G042981,Seed Traits,TotalKernelVolume,GRoot,0.000195418938650604
GRMZM2G043226,Metabolite,X.311..citric.acid..16.615..s100,L3Tip,1
GRMZM2G043226,Metabolite,X.439183..3.phosphoglyceric.acid..16.504,Kern,0.658749955372888
GRMZM2G043238,Metabolite,X.239..Beta..alanine..1..12.044,GRoot,0.140017034342818
GRMZM2G043238,Metabolite,X.439742..beta.cyano.L.alanine..11.288,GRoot,1
GRMZM2G043238,Metabolite,X.5951..L.serine.2..11.174..s100,GRoot,0.0769597464378868
GRMZM2G043238,Metabolite,X.6288..L.threonine.2..11.464,GRoot,0.18173339999235
GRMZM2G043350,Metabolite,X.439451..galactinol.2..26.479,L3Tip,1
GRMZM2G043350,Metabolite,X.439451..galactinol.2..26.479,LMAD,1
GRMZM2G043435,Metabolite,X.700..ethanolamine..9.879,L3Tip,1
GRMZM2G043435,other,NIROil,GRoot,0.0635923374100966
GRMZM2G043435,other,NIRStarch,LMAD,1
GRMZM2G043579,Metabolite,X.2116..alpha.tocophereol..27.379,L3Base,1
GRMZM2G043579,Metabolite,X.5321342..beta.sitosterol..28.848,L3Base,1
GRMZM2G043632,Metabolite,X.5460935..turanose.1..24.81,GShoot,1
GRMZM2G043632,Metabolite,X.5960..aspartic.acid.2..13.207,GRoot,0.0155646824844435
GRMZM2G043843,Metabolite,X.738..L.glutamine.2..14.083,L3Base,1
GRMZM2G043843,Metabolite,X.9750..citrulline.2..16.691,LMAN,1
GRMZM2G043843,other,SecondaryBranchNumber,L3Tip,0.855681800875314
GRMZM2G043948,Metabolite,X.5460935..turanose.1..24.81,LMAD,1
GRMZM2G043948,Metabolite,X.827..ribitol..15.66,Kern,0.0277325811174411
GRMZM2G044044,Metabolite,X.444212..trans.aconitic.acid..15.842..s100,L3Base,1
GRMZM2G044044,Metabolite,X.8742..shikimic.acid..16.433..s100,L3Base,1
GRMZM2G044174,Metabolite,X.5951..L.serine.2..11.174..s100,LMAD,1
GRMZM2G044174,other,TilleringIndex,Kern,1
GRMZM2G044354,Seed Traits,TotalKernelVolume,GShoot,1
GRMZM2G044354,Seed Traits,TotalSeedWeight,GShoot,0.0659779543505477
GRMZM2G044377,Metabolite,X.5460407..threonic.acid..13.652,GRoot,1
GRMZM2G044377,Metabolite,X.5988..Sucrose..23.988..s100,GRoot,0.0327343445706485
GRMZM2G044377,Metabolite,X.892..myo.inositol..19.354..s100,GRoot,0.0991870801993553
GRMZM2G044527,Metabolite,X.439451..galactinol.2..26.479,GShoot,1
GRMZM2G044527,other,NIROil,GShoot,0.926325020213425
GRMZM2G044527,other,NIROil,LMAD,1
GRMZM2G044527,other,NIROil,LMAN,1
GRMZM2G044553,Metabolite,X.6537496..chlorogenic.acid.1..26.37,GRoot,0.411490177833666
GRMZM2G044553,Metabolite,X.9750..citrulline.2..16.691,LMAN,1
GRMZM2G044569,Male Inflorescence,TasselPrimaryBranches,LMAN,1
GRMZM2G044569,other,NumberofTilleringPlants,LMAD,0.124475198898517
GRMZM2G044581,other,NIROil,GRoot,1
GRMZM2G044581,other,NIROil,GShoot,0.840293109553145
GRMZM2G044627,Metabolite,X.5460935..turanose.1..24.81,L3Tip,1
GRMZM2G044627,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,LMAD,1
GRMZM2G044788,Metabolite,X.5460407..threonic.acid..13.652,L3Tip,1
GRMZM2G044788,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,LMAN,1
GRMZM2G044989,Metabolite,X.6287..L.valine.2..9.151,L3Tip,0.0776823050185138
GRMZM2G044989,Metabolite,X.700..ethanolamine..9.879,L3Tip,0.0480797516118682
GRMZM2G045084,Flowering Time,GDDAnthesis.SilkingInterval,L3Base,1
GRMZM2G045084,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,L3Tip,1
GRMZM2G045303,Metabolite,X.128869..galactonic.acid.2..18.504,L3Tip,0.444096298575709
GRMZM2G045303,Metabolite,X.311..citric.acid..16.615..s100,L3Tip,1
GRMZM2G045371,Metabolite,X.439194..glyceric.acid..10.735,LMAN,1
GRMZM2G045371,Metabolite,X.5460407..threonic.acid..13.652,L3Tip,1
GRMZM2G045371,Metabolite,X.5460407..threonic.acid..13.652,LMAD,1
GRMZM2G045435,Metabolite,X.5460407..threonic.acid..13.652,L3Tip,1
GRMZM2G045435,Metabolite,X.5460935..turanose.1..24.81,GRoot,1
GRMZM2G045503,Flowering Time,DaystoSilk,LMAN,1
GRMZM2G045503,Flowering Time,GDDDaystoSilk,LMAN,1
GRMZM2G045503,Leaf Morphology,LeafWidth,LMAN,0.491177939551333
GRMZM2G045664,Metabolite,X.5460407..threonic.acid..13.652,GRoot,1
GRMZM2G045664,Metabolite,X.642609..trans.caftaric.acid.2..25.529,LMAD,1
GRMZM2G045688,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,GRoot,1
GRMZM2G045688,Metabolite,X.637542..4.hydroxycinnamic.acid..17.854,GRoot,0.0329313825114959
GRMZM2G045688,Metabolite,X.637542..4.hydroxycinnamic.acid..17.854,GShoot,0.299722883204772
GRMZM2G045688,other,SouthernLeafBlight,L3Base,1
GRMZM2G046025,Metabolite,X.239..Beta..alanine..1..12.044,L3Tip,1
GRMZM2G046025,Metabolite,X.5321342..beta.sitosterol..28.848,LMAD,1
GRMZM2G046025,Metabolite,X.6255..maltose.1..24.702,L3Tip,1
GRMZM2G046037,Metabolite,X.439194..glyceric.acid..10.735,L3Base,1
GRMZM2G046037,Metabolite,X.439742..beta.cyano.L.alanine..11.288,LMAD,1
GRMZM2G046244,Metabolite,X.6255..maltose..2..24.915,Kern,1
GRMZM2G046244,Metabolite,X.892..myo.inositol..19.354..s100,L3Tip,1
GRMZM2G046244,Metabolite,X.92824..D.malic.acid..12.794..s100,L3Tip,1
GRMZM2G046244,Metabolite,X.938..nicotinic.acid..10.27,GRoot,0.149761783299614
GRMZM2G046297,Metabolite,X.9750..citrulline.2..16.691,GShoot,1
GRMZM2G046297,other,SecondaryBranchNumber,L3Base,0.311558341136837
GRMZM2G046909,Female Inflorescence,EarLength,Kern,0.207921371345463
GRMZM2G046909,other,SeedSetLength,Kern,0.469710197518187
GRMZM2G046961,Metabolite,X.6255..maltose..2..24.915,LMAD,1
GRMZM2G046961,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,LMAD,1
GRMZM2G047129,Metabolite,X.6106..L.leucine.2..9.945,LMAN,0.645095046926622
GRMZM2G047129,Metabolite,X.6537496..chlorogenic.acid.1..26.37,LMAD,1
GRMZM2G047139,Metabolite,X.6106..L.leucine.2..9.945,LMAN,1
GRMZM2G047139,Metabolite,X.791..DL.isoleucine.2..10.225,LMAN,1
GRMZM2G047152,Metabolite,X.444972..fumaric.acid..10.94,GRoot,1
GRMZM2G047152,Metabolite,X.750..glycine..10.456..s100,Kern,1
